"","gene_id","entrezgene","ensembl_gene_id","transcript_id.transcript_id_TCGA.BH.A0B6.01A.11R.A19W.07","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"FIGF|2277","FIGF",2277,"ENSG00000165197","uc004cwt.1",-6.27131120830498,0.253337184896375,-23.562199038801,1.18658318077775e-51,1.94528446656704e-47,106.950424685397
"PAMR1|25891","PAMR1",25891,"ENSG00000149090","uc001mwf.2,uc001mwg.2,uc010rew.1,uc010rex.1",-3.78676436325887,2.97339687873387,-21.3903264839933,6.98452600734081e-47,5.72521596821726e-43,96.241277064608
"LOC728264|728264","MIR143HG",728264,"ENSG00000249669","uc003lqp.2,uc003lqq.2,uc003lqr.2,uc003lqs.2",-3.86757712497643,3.56031040182502,-21.0040250029757,5.24134577728349e-46,2.16286711637957e-42,94.2353715104786
"RYR3|6263","RYR3",6263,"ENSG00000198838","uc001zhi.2,uc010bar.2",-3.72314039779948,-0.0529398353200346,-21.002723841727,5.27721633861064e-46,2.16286711637957e-42,93.9542267944063
"ADAMTS5|11096","ADAMTS5",11096,"ENSG00000154736","uc002ymg.2",-3.30708440741789,4.4410072422786,-20.6148991067666,4.06844166917966e-45,1.30066946343911e-41,92.1784363041202
"SDPR|8436","SDPR",8436,"ENSG00000168497","uc002utb.2",-4.22391589796515,3.80226886283036,-20.5852270753907,4.760288386382e-45,1.30066946343911e-41,92.0355715402043
"ABCA10|10349","ABCA10",10349,"ENSG00000154263","uc002jhz.2,uc010dfa.1,uc010dfb.1,uc010dfc.1,uc010wqs.1,uc010wqt.1",-4.80974543309124,0.364713401594715,-20.0611352760133,7.76764443677073e-44,1.81918232709171e-40,89.1671250162722
"GPRASP1|9737","GPRASP1",9737,"ENSG00000198932","uc004eji.3,uc004ejj.3,uc010nod.2",-2.37862305569655,3.1470116110314,-19.8348767846391,2.62096562292193e-43,4.77423449135358e-40,88.0501426766293
"CA4|762","CA4",762,"ENSG00000167434","uc002iym.3,uc010wou.1",-7.14328560845133,-1.70991676527352,-19.8638872175604,2.24173204163243e-43,4.59386938631525e-40,87.9243600481436
"KLHL29|114818","KLHL29",114818,"ENSG00000119771","uc002ref.2,uc002reg.2,uc010ykg.1,uc010ykh.1",-2.90799752005228,2.49425281442492,-19.7205784105938,4.85668547469921e-43,7.23822742474717e-40,87.4363712090817
"HOXA4|3201","HOXA4",3201,"ENSG00000197576","uc003sym.3",-2.76630225512669,0.996617430000339,-19.7384249980254,4.41028181513669e-43,7.23021600773509e-40,87.4363500543358
"TMEM220|388335","TMEM220",388335,"ENSG00000187824","uc002gmx.2,uc002gmy.2",-2.45153058710048,2.01800107362653,-19.4771134972723,1.81684394589306e-42,2.48211163741423e-39,86.1093185494158
"C2orf88|84281","C2orf88",84281,"ENSG00000187699","uc002urq.2,uc002urr.2,uc002urs.2,uc002urt.2",-3.1832806775992,1.74481899744792,-19.2988431318848,4.79632135797225e-42,6.04853018019978e-39,85.1452188963608
"HOXA5|3202","HOXA5",3202,"ENSG00000106004","uc003syn.1",-3.17286277104355,0.843911991731947,-19.2284388324596,7.0450103143887e-42,8.24970707814916e-39,84.700656905212
"NR3C2|4306","NR3C2",4306,"ENSG00000151623","uc003ilj.3,uc003ilk.3,uc010iph.2",-2.83045904466556,3.04349646372385,-19.0503657741651,1.86810879385271e-41,1.91411097290134e-38,83.8021026658293
"HIF3A|64344","HIF3A",64344,"ENSG00000124440","uc002pef.1,uc002peg.3,uc002peh.2,uc002pei.3,uc002pej.1,uc002pek.2,uc002pel.2,uc010xxx.1,uc010xxy.1,uc010xxz.1",-5.22291355319676,-0.359315441806619,-19.0601523705518,1.77044216083408e-41,1.91411097290134e-38,83.7418147609577
"TSLP|85480","TSLP",85480,"ENSG00000145777","uc003kpa.2,uc003kpb.2,uc010jbt.1",-4.12688014666116,-0.847915274857471,-18.9025084222636,4.21073565076827e-41,4.060635309335e-38,82.7469008538002
"CD300LG|146894","CD300LG",146894,"ENSG00000161649","uc002iek.1,uc002iel.1,uc002iem.2,uc010czk.2,uc010czl.2,uc010wil.1",-5.87340537032332,1.47448022381711,-18.7668843707414,8.89495118143804e-41,8.10132387047195e-38,82.249710200537
"PPP1R12B|4660","PPP1R12B",4660,"ENSG00000077157","uc001gxy.2,uc001gxz.1,uc001gya.1,uc001gyb.1,uc001gyc.1,uc009xad.1,uc009xae.1",-2.08217917874795,6.09805000301475,-18.685621782429,1.3938588123093e-40,1.20268007205256e-37,81.7258454458954
"SPRY2|10253","SPRY2",10253,"ENSG00000136158","uc001vli.2,uc001vlj.2",-2.65486259349519,4.10730635274972,-18.6593092444361,1.61234890495818e-40,1.32164239739422e-37,81.6215032700366
"DMD|1756","DMD",1756,"ENSG00000198947","uc004dcm.1,uc004dcn.1,uc004dco.1,uc004dcp.1,uc004dcq.1,uc004dcr.1,uc004dcs.1,uc004dct.1,uc004dcu.1,uc004dcv.1,uc004dcw.2,uc004dcx.2,uc004dcy.1,uc004dcz.2,uc004dda.1,uc004ddb.1,uc004ddd.1,uc004ddf.2,uc010ngm.2,uc010ngn.1,uc010ngo.1,uc010ngp.1,uc010ngq.1,uc010ngr.1,uc011mkb.1",-3.51890946718564,4.27556516239742,-18.6218138845239,1.98444992118571e-40,1.47877600035993e-37,81.4130622703154
"KCNJ16|3773","KCNJ16",3773,"ENSG00000153822","uc002jin.2,uc002jio.2,uc002jip.2,uc002jiq.2",-5.82908887499682,-1.67529413753161,-18.6428222775791,1.76645692540315e-40,1.37901403976473e-37,81.3061369502423
"BTNL9|153579","BTNL9",153579,"ENSG00000165810","uc003mmt.2,uc011dhi.1",-4.25624110072657,2.93393958623948,-18.5383181062851,3.15302239460724e-40,2.24741952770396e-37,80.9890015162996
"ARHGAP20|57569","ARHGAP20",57569,"ENSG00000137727","uc001pky.1,uc001pkz.1,uc001pla.1,uc001plb.2,uc009yyb.1",-3.06821311031854,2.01476344090019,-18.3968526481173,6.92261056231301e-40,4.72871989827331e-37,80.2141204878542
"HLF|3131","HLF",3131,"ENSG00000108924","uc002iug.1,uc002iuh.2,uc010dce.1,uc010wni.1",-3.6750889258429,3.32815907639594,-18.3686025766324,8.10217283816148e-40,5.31308086035277e-37,80.0387893946096
"CPA1|1357","CPA1",1357,"ENSG00000091704","uc003vpw.2,uc003vpx.2,uc011kpf.1",-5.11971880786525,-3.6226022866503,-18.2008699331186,2.06624428075234e-39,1.30284648994822e-36,78.3979908936115
"ANGPTL7|10218","ANGPTL7",10218,"ENSG00000171819","uc001ase.2",-6.16555609888395,-2.21785695407432,-17.9889306618038,6.77684111846992e-39,4.11479752948873e-36,77.6496799801077
"SCN4B|6330","SCN4B",6330,"ENSG00000177098","uc001pse.2,uc010rxu.1,uc010rxv.1",-2.71538220723732,3.50425704912623,-17.8921129308483,1.16802845483925e-38,6.83880660308381e-36,77.3730081690363
"MAMDC2|256691","MAMDC2",256691,"ENSG00000165072","uc004ahm.2,uc004ahn.2",-3.48038478094253,2.88037002211064,-17.7873245449387,2.10809542223367e-38,1.15200387840329e-35,76.8043147805449
"C21orf34|388815","LINC00478",388815,"ENSG00000215386","uc002ykb.2,uc002ykc.2,uc010glc.2",-2.99099549349036,0.649919700225363,-17.7273976046886,2.95663037557059e-38,1.56358059280981e-35,76.4280583173719
"LOC572558|572558","PGM5-AS1",572558,"ENSG00000224958","uc004agp.2",-4.46283937743616,-4.25520902900783,-17.8075911475846,1.88039849608252e-38,1.06300872223368e-35,76.0486524667903
"LMOD1|25802","LMOD1",25802,"ENSG00000163431","uc001gxb.2,uc010ppu.1",-2.7544812638831,5.00026147388953,-17.6587501456098,4.35820882047704e-38,2.16510531523941e-35,76.0046691098273
"C10orf90|118611","C10orf90",118611,"ENSG00000154493","uc001ljo.2,uc001ljp.2,uc001ljq.2,uc001ljs.1,uc009yao.2,uc010qum.1",-4.85508680777884,-1.49030827268202,-17.678803615596,3.89096404087179e-38,1.99338951518913e-35,75.9824161792001
"FAM13A|10144","FAM13A",10144,"ENSG00000138640","uc003hsa.1,uc003hsb.1,uc003hsc.1,uc003hsd.1,uc003hse.1,uc003hsf.1,uc003hsg.1,uc003hsh.1,uc003hsi.2,uc003hsj.2,uc010ikr.1,uc011cdp.1,uc011cdq.1",-2.49033232615429,4.90642906021503,-17.6358880836519,4.96000107512627e-38,2.39159581251824e-35,75.8759781108511
"HSD17B13|345275","HSD17B13",345275,"ENSG00000170509","uc003hqo.2,uc010ikk.2",-5.24780477367629,-1.45209010510679,-17.3312328954637,2.79624978567085e-37,1.30976339960823e-34,74.0789243562076
"LRRC3B|116135","LRRC3B",116135,"ENSG00000179796","uc003cdp.2,uc003cdq.2",-4.47745805304111,-2.87897437148407,-17.3252918957024,2.89247365258359e-37,1.31720036279043e-34,73.7140645288875
"FXYD1|5348","FXYD1",5348,"ENSG00000266964","uc002nyb.1,uc002nyc.2,uc002nyd.2",-4.75875701120816,0.753232614597102,-17.2281481752114,5.03243895487886e-37,2.22977849260227e-34,73.6611029352316
"KL|9365","KL",9365,"ENSG00000133116","uc001uur.1,uc001uus.2",-2.77339378281744,1.38340357647391,-17.1912176313195,6.21347992707704e-37,2.68062605064476e-34,73.4504142676774
"MYOM1|8736","MYOM1",8736,"ENSG00000101605","uc002klp.2,uc002klq.2",-3.62810137599296,1.55017790121677,-17.0300999099783,1.56156621967464e-36,6.40007915133652e-34,72.5425425609364
"COL25A1|84570","COL25A1",84570,"ENSG00000188517","uc003hzd.2,uc003hze.1,uc003hzf.2,uc003hzg.2,uc003hzh.1",-3.29010382550034,-0.861339758602679,-17.0124281495936,1.72796886629113e-36,6.90934673023824e-34,72.2547995810775
"PDE2A|5138","PDE2A",5138,"ENSG00000186642","uc001osn.2,uc001oso.2,uc001osq.2,uc010rra.1,uc010rrb.1,uc010rrc.1,uc010rrd.1",-2.97824123212335,3.55252693881391,-16.9452183811025,2.5405316357995e-36,9.8710013431151e-34,72.0035621903027
"LDB2|9079","LDB2",9079,"ENSG00000169744","uc003goy.2,uc003goz.2,uc003gpa.2,uc003gpb.2,uc010iee.2,uc011bxh.1,uc011bxi.1",-2.10508903274641,4.18085815015701,-16.9419201237845,2.58907562372788e-36,9.8710013431151e-34,71.9553351323184
"TRPM3|80036","TRPM3",80036,"ENSG00000083067","uc004ahu.2,uc004ahv.2,uc004ahw.2,uc004ahx.2,uc004ahy.2,uc004ahz.2,uc004aia.2,uc004aib.2,uc004aic.2,uc004aid.2,uc004aie.2,uc004aif.2,uc004aig.2,uc004aii.2,uc010mor.2",-3.93002825933809,-4.06279421120307,-17.0590195313899,1.32320799695083e-36,5.56222356461844e-34,71.9153418282733
"CAPN11|11131","CAPN11",11131,"ENSG00000137225","uc003owt.1,uc011dvn.1",-3.42108387978039,-0.398277196253888,-16.90943864756,3.11979084763408e-36,1.16240570809348e-33,71.7450550860236
"IGSF10|285313","IGSF10",285313,"ENSG00000152580","uc011bob.1,uc011boc.1,uc011bod.1",-3.67403593894647,2.75893611611656,-16.8125933128239,5.44350048081912e-36,1.98312770850108e-33,71.2761653572914
"ANKRD29|147463","ANKRD29",147463,"ENSG00000154065","uc002kun.2,uc002kuo.2",-2.94227601796521,1.68913225077795,-16.6903797351765,1.10053265842505e-35,3.92220269613484e-33,70.6033706572815
"MAB21L1|4081","MAB21L1",4081,"ENSG00000180660","uc001uvc.2",-3.13144769768541,0.565120821532748,-16.6795839334246,1.17123406731946e-35,4.08536410630537e-33,70.5141399144462
"C2orf40|84417","C2orf40",84417,"ENSG00000119147","uc010fjf.2",-4.83226150653855,1.23211976750897,-16.6463200805859,1.41904513575287e-35,4.84663040740261e-33,70.3507364508345
"SAMD5|389432","SAMD5",389432,"ENSG00000203727","uc003qmc.1",-3.5480301332436,2.46815843668258,-16.5743635073885,2.15022944258231e-35,7.1940533636111e-33,69.9184666846694
"CACHD1|57685","CACHD1",57685,"ENSG00000158966","uc001dbo.1,uc001dbp.1,uc001dbq.1,uc010opa.1",-2.53924411122758,4.19585967993334,-16.555801619447,2.39377509448586e-35,7.84870977980023e-33,69.7339984682966
"EFHA2|286097","MICU3",286097,"ENSG00000155970","uc003wxd.2",-2.62317317881184,1.0074622159381,-16.4824567189216,3.65906577021008e-35,1.17012691120565e-32,69.3963410346727
"CXCL2|2920","CXCL2",2920,"ENSG00000081041","uc003hhm.3",-4.4830676226141,1.07057506022416,-16.4593306854639,4.18339805010722e-35,1.27144082351118e-32,69.277667333924
"CAV2|858","CAV2",858,"ENSG00000105971","uc003vhv.2,uc003vhw.2,uc003vhx.2,uc003vhz.2,uc003via.2,uc003vib.2,uc003vid.2,uc003vie.2,uc010lkb.1,uc010lkc.2",-2.85503316407024,5.44559034953381,-16.4799983996642,3.7115163707877e-35,1.17012691120565e-32,69.259529706472
"NECAB1|64168","NECAB1",64168,"ENSG00000123119","uc003yer.2,uc011lgg.1",-2.72864349461035,1.21847671512127,-16.4563631232769,4.25592567376178e-35,1.27144082351118e-32,69.2556759791748
"FMO2|2327","FMO2",2327,"ENSG00000094963","uc001ghk.1,uc010pmd.1",-4.0748083686492,4.4642586441884,-16.4559735972749,4.26553893455622e-35,1.27144082351118e-32,69.1602440443625
"MME|4311","MME",4311,"ENSG00000196549","uc003fab.1,uc003fac.1,uc003fad.1,uc003fae.1,uc010hvr.1",-3.7519286012716,5.29782389308163,-16.4504756882911,4.40357078100093e-35,1.28914534613802e-32,69.1025605448692
"ATOH8|84913","ATOH8",84913,"ENSG00000168874","uc002sqm.3,uc002sqn.2,uc002sqo.2",-3.53866629907729,1.59779943240635,-16.3980104271644,5.96846390727233e-35,1.71661398764601e-32,68.9233264824252
"CNTNAP3|79937","CNTNAP3",79937,"ENSG00000106714","uc004abi.2,uc004abj.2,uc004abk.1,uc004abl.1,uc011lqr.1,uc011lqs.1",-3.53761556553331,1.11675527498781,-16.3029602091411,1.03617668074349e-34,2.87916618713708e-32,68.376659435317
"LRRC2|79442","LRRC2",79442,"ENSG00000163827","uc003cpu.3,uc010hji.2",-3.34935085986852,-0.330903220914341,-16.3119559190013,9.83427895718363e-35,2.77970981420808e-32,68.3488546166674
"TSHZ2|128553","TSHZ2",128553,"ENSG00000182463","uc002xwo.2",-2.79057677534375,2.83963490136996,-16.2772165796574,1.20334891711174e-34,3.28795035785499e-32,68.1930018186958
"RERGL|79785","RERGL",79785,"ENSG00000111404","uc001rdq.2,uc001rdr.2",-4.66734968940044,-0.234223830391496,-16.2538547085487,1.37837015873414e-34,3.70442629217828e-32,68.065863726843
"ADAM33|80332","ADAM33",80332,"ENSG00000149451","uc002wiq.1,uc002wir.1,uc002wis.2,uc002wit.2,uc002wiu.2,uc002wiw.1,uc002wix.1,uc002wiy.2,uc010gba.1,uc010gbb.1,uc010zqg.1,uc010zqh.1",-3.41571237469314,2.12225088852739,-16.2373043216188,1.51761105796302e-34,3.88745557566339e-32,67.9851764820042
"MEIS2|4212","MEIS2",4212,"ENSG00000134138","uc001zjj.2,uc001zjk.2,uc001zjl.2,uc001zjm.2,uc001zjn.2,uc001zjo.2,uc001zjp.2,uc001zjr.2,uc001zjs.2,uc001zjt.2,uc001zju.2,uc010ucj.1",-2.10946361644675,2.88813467826828,-16.2399102944443,1.49478523689726e-34,3.88745557566339e-32,67.9827731508433
"AASS|10157","AASS",10157,"ENSG00000008311","uc003vka.2,uc003vkb.2,uc011knu.1,uc011knv.1,uc011knw.1",-1.9689525373621,3.7123927531947,-16.2301428994905,1.5821551541554e-34,3.99043870726516e-32,67.8802565582411
"ABCA9|10350","ABCA9",10350,"ENSG00000154258","uc002jhu.2,uc002jhv.2,uc010dez.2",-4.15030983038851,2.47090753246098,-16.2157652496486,1.72017147724907e-34,4.27280169666989e-32,67.8466199020047
"B3GALT1|8708","B3GALT1",8708,"ENSG00000172318","uc002udz.1",-4.05479055784519,-3.08310927796988,-16.2393116505721,1.49999812451198e-34,3.88745557566339e-32,67.5604287052201
"LRRTM2|26045","LRRTM2",26045,"ENSG00000146006","uc010jez.2,uc011cyz.1,uc011cza.1",-2.8825318802411,-0.590696283229587,-16.1242648622332,2.93056883448341e-34,7.17070827948076e-32,67.222100493295
"GNAL|2774","GNAL",2774,"ENSG00000141404","uc002kqc.2,uc002kqd.2,uc010dkz.2,uc010wzt.1",-2.72945348588537,1.76884881421892,-16.0994693166964,3.38624574270074e-34,8.1638401037994e-32,67.2002101007997
"NAALAD2|10003","NAALAD2",10003,"ENSG00000077616","uc001pdd.2,uc001pde.2,uc001pdf.3,uc009yvx.2,uc009yvy.2",-3.28532629525535,-0.0108883395873618,-16.05472478847,4.39595319336415e-34,1.04445299495669e-31,66.896545726965
"ATP1A2|477","ATP1A2",477,"ENSG00000018625","uc001fvb.2,uc001fvc.2,uc001fvd.2,uc009wtg.1,uc010piz.1",-4.98776153219975,1.62549375710554,-16.0349209626788,4.93450176384986e-34,1.13938340727542e-31,66.819277770922
"KLHL13|90293","KLHL13",90293,"ENSG00000003096","uc004eqk.2,uc004eql.2,uc004eqm.2,uc011mtn.1,uc011mto.1,uc011mtp.1,uc011mtq.1",-3.31106814322333,3.01903994371422,-16.0405018926037,4.77636367239338e-34,1.11862437207453e-31,66.8083571088956
"LOC283392|283392","TRHDE-AS1",283392,"ENSG00000236333","uc010stv.1",-6.01558738414374,-1.52312897579325,-15.9945863643167,6.2448245265153e-34,1.36503537716922e-31,66.5154227772307
"SCN3A|6328","SCN3A",6328,"ENSG00000153253","uc002ucx.2,uc002ucy.2,uc002ucz.2,uc002uda.1,uc002udb.1,uc010zcy.1",-3.86103598856827,-0.105376759865487,-15.9842474295587,6.63358730403871e-34,1.43093460871593e-31,66.5000349512094
"ADRA1A|148","ADRA1A",148,"ENSG00000120907","uc003xfc.1,uc003xfd.1,uc003xfe.1,uc003xff.1,uc003xfg.1,uc003xfh.1,uc010lul.1,uc010lum.1",-4.51461005692483,-2.75594786481009,-16.0316042987346,5.03095785128068e-34,1.14552115297077e-31,66.4791603069938
"CAV1|857","CAV1",857,"ENSG00000105974","uc003vif.1,uc003vig.1,uc003vih.2,uc010lkd.1,uc010lke.1,uc010lkf.1",-3.1668681326334,6.97816426163864,-15.9982736853873,6.11177347034069e-34,1.35400559828061e-31,66.4660899564981
"HPSE2|60495","HPSE2",60495,"ENSG00000172987","uc001kpn.1,uc001kpo.1,uc009xwc.1,uc009xwd.1",-4.95439311743373,-2.44102691354834,-16.004910740285,5.879409370331e-34,1.32037037283844e-31,66.40303857476
"CDO1|1036","CDO1",1036,"ENSG00000129596","uc003krg.2",-3.69709192831492,2.43994671096063,-15.9609056257671,7.60291725951326e-34,1.61873020198001e-31,66.3691447834502
"FGF1|2246","FGF1",2246,"ENSG00000113578","uc003lmm.2,uc003lmn.3,uc003lmp.3,uc003lmq.2,uc003lmr.2,uc003lms.3,uc010jgj.2,uc011dbi.1",-2.32416696278203,4.22824547672866,-15.9242357347648,9.42067163353558e-34,1.98003193282285e-31,66.0669435792096
"VIT|5212","VIT",5212,"ENSG00000205221","uc002rpk.2,uc002rpl.2,uc002rpm.2,uc010ezv.2,uc010ezw.2,uc010ynf.1",-4.02646166392854,1.22827573301771,-15.8871282216377,1.17045522301439e-33,2.42891682608834e-31,65.9697649194843
"HOXA7|3204","HOXA7",3204,"ENSG00000122592","uc003sys.2",-2.64344614492204,2.16748295759914,-15.8712597897489,1.28436227735684e-33,2.61700462704172e-31,65.8659857314128
"SLC17A7|57030","SLC17A7",57030,"ENSG00000104888","uc002pno.2,uc002pnp.2,uc002pnq.1",-3.17278221717575,-0.240456769021393,-15.8701122845199,1.29301802360851e-33,2.61700462704172e-31,65.8118056002877
"RELN|5649","RELN",5649,"ENSG00000189056","uc003vca.2,uc010liz.2",-4.50758879021389,1.02813978607334,-15.8043870914135,1.90010814258591e-33,3.79882596214065e-31,65.4894341822296
"NIPSNAP3B|55335","NIPSNAP3B",55335,"ENSG00000165028","uc004bci.2,uc004bcj.1",-2.56040349107118,1.03767960110071,-15.7781987956789,2.21534399473732e-33,4.37570475297874e-31,65.3333378767477
"LEPR|3953","LEPR",3953,"ENSG00000116678","uc001dcg.2,uc001dch.2,uc001dci.2,uc001dcj.2,uc001dck.2,uc009wao.2,uc009waq.2",-2.85611928175111,4.13473733470343,-15.7702413054317,2.32114889642391e-33,4.53010892952066e-31,65.1727330597191
"CHL1|10752","CHL1",10752,"ENSG00000134121","uc003bot.2,uc003bou.2,uc003bov.1,uc003bow.1,uc011asi.1",-3.771150284144,3.31426534448923,-15.7441690514307,2.70463596170007e-33,5.21644728895424e-31,65.0664088386776
"RSPO3|84870","RSPO3",84870,"ENSG00000146374","uc003qar.2,uc003qas.1",-2.87373156463242,2.08572495730859,-15.7014641689953,3.47488842733054e-33,6.62410707879731e-31,64.876692314721
"GIPC2|54810","GIPC2",54810,"ENSG00000137960","uc001dik.2",-2.94303295735974,0.903806075291624,-15.6977909803089,3.55063079477838e-33,6.69069439650537e-31,64.8666650420649
"CYYR1|116159","CYYR1",116159,"ENSG00000166265","uc002ymd.2,uc002yme.2,uc011ack.1",-2.00858354672219,4.66497489042452,-15.6563742436451,4.52830485279522e-33,8.43602610871873e-31,64.4783876438804
"CDC14B|8555","CDC14B",8555,"ENSG00000081377","uc004awi.2,uc004awj.2,uc004awk.2,uc004awl.2",-1.83021930704973,4.00311852570763,-15.6436384075628,4.88013755676347e-33,8.98932304557083e-31,64.4423436694933
"ALDH1A2|8854","ALDH1A2",8854,"ENSG00000128918","uc002aew.2,uc002aex.2,uc002aey.2,uc010ugv.1,uc010ugw.1",-3.56150410230899,1.36550259049416,-15.6239712701957,5.47807130226071e-33,9.86895614607276e-31,64.4370102845228
"ITIH5|80760","ITIH5",80760,"ENSG00000123243","uc001ijp.2,uc001ijq.2,uc001ijr.1",-3.90588560970633,4.84579592138452,-15.6374777190237,5.06004026456884e-33,9.21714445526018e-31,64.3780430412736
"EBF1|1879","EBF1",1879,"ENSG00000164330","uc003lxl.3,uc010jip.2,uc011ddw.1,uc011ddx.1",-2.81737055717267,3.97556704400302,-15.5811678558238,7.04578624996385e-33,1.2555284758903e-30,64.0731480843225
"GLYAT|10249","GLYAT",10249,"ENSG00000149124","uc001nnb.2,uc001nnc.2",-6.35038209446372,-1.38611068203997,-15.5516273115374,8.38317192647572e-33,1.4777819415338e-30,63.9744262364424
"TNMD|64102","TNMD",64102,"ENSG00000000005","uc004efy.3,uc004efz.2",-5.13899043927682,-1.0208597579461,-15.5071921292895,1.08896299731244e-32,1.89919780616385e-30,63.7117399742512
"PLAGL1|5325","PLAGL1",5325,"ENSG00000118495","uc003qjv.2,uc003qjw.2,uc003qjx.2,uc003qjy.2,uc003qjz.2,uc003qka.2,uc003qkb.2,uc003qkc.2,uc003qkd.2,uc003qke.2,uc003qkf.2,uc003qkg.2,uc003qkh.2,uc003qki.2,uc003qkj.2,uc003qkk.2,uc003qkl.2,uc003qkm.2,uc003qkn.2,uc003qko.2,uc003qkp.2,uc010khl.2,uc010khm.2,uc010khn.2",-2.13966713100639,3.81265233101863,-15.4808433375251,1.27179239047428e-32,2.19471204730898e-30,63.496382693305
"HEPACAM|220296","HEPACAM",220296,"ENSG00000165478","uc001qbk.2,uc001qbl.1,uc009zbj.2",-5.60805546238617,-1.64194655129379,-15.4484258252798,1.53951216216121e-32,2.6134471269405e-30,63.3366722017778
"NPR1|4881","NPR1",4881,"ENSG00000169418","uc001fcs.3,uc010pdz.1,uc010pea.1",-3.13359042629918,3.80971148430524,-15.4476768437386,1.54632408999163e-32,2.6134471269405e-30,63.299084035783
"FAM13C|220965","FAM13C",220965,"ENSG00000148541","uc001jkn.2,uc001jko.2,uc001jkp.2,uc010qid.1,uc010qie.1,uc010qif.1",-2.43042599677856,2.15607969170244,-15.4160461276004,1.86335830950072e-32,3.04349568009098e-30,63.2100814720058
"JAM2|58494","JAM2",58494,"ENSG00000154721","uc002ylp.1,uc002ylq.1,uc002ylr.1,uc010glh.1,uc010gli.1,uc011ace.1,uc011acf.1",-2.03446024425425,3.38827207987958,-15.4157066084728,1.86709318385066e-32,3.04349568009098e-30,63.1436323861604
"GPIHBP1|338328","GPIHBP1",338328,"ENSG00000182851","uc003yxu.1",-3.58225151060507,1.88394979873529,-15.396240814684,2.09426727055799e-32,3.36602133662036e-30,63.0909599462292
"STAB2|55576","STAB2",55576,"ENSG00000136011","uc001tjw.2,uc009zug.2",-4.62138547844947,-1.81604464283938,-15.4149870109479,1.87503393735018e-32,3.04349568009098e-30,63.0785632404742
"METTL7A|25840","METTL7A",25840,"ENSG00000185432","uc001rxb.2,uc010smv.1",-1.94574722186245,6.42064136644721,-15.4170333034099,1.85254140091878e-32,3.04349568009098e-30,63.0403116142644
"AGAP11|119385","AGAP5",119385,"ENSG00000172650","uc001kee.2,uc001kef.2",-2.80605772167276,1.30261114536305,-15.3738851772314,2.3895728209222e-32,3.80336474040763e-30,62.9791266188742
"FAM70A|55026","TMEM255A",55026,"ENSG00000125355","uc004eso.3,uc004esp.3,uc010nqo.2",-2.71304484574941,1.72775124369877,-15.2510560951181,4.93673694770542e-32,7.78200630006563e-30,62.2522637096421
"RASSF9|9182","RASSF9",9182,"ENSG00000198774","uc001taf.1",-2.4396322326252,0.787678642512873,-15.193593749461,6.93533081832472e-32,1.08283631843443e-29,61.9153922795901
"ITPRIPL1|150771","ITPRIPL1",150771,"ENSG00000198885","uc002svx.2,uc002svy.2,uc010yuk.1,uc010yul.1",-2.87134247125468,0.548548724432088,-15.1594198138115,8.49034912888164e-32,1.30084844503631e-29,61.7144894448505
"HSPB6|126393","HSPB6",126393,"ENSG00000004776","uc002obn.1",-4.16606738786581,4.55009051639734,-15.1716540699343,7.89708883607089e-32,1.22136673942025e-29,61.6497901701077
"SLC2A4|6517","SLC2A4",6517,"ENSG00000181856","uc002gfo.2,uc002gfp.2,uc010cmd.2",-4.05602620992689,0.849475550131256,-15.1420286821056,9.41140071170916e-32,1.42861577099778e-29,61.6186083148911
"SCARA5|286133","SCARA5",286133,"ENSG00000168079","uc003xgj.2,uc003xgk.2,uc003xgl.2,uc010luz.2",-5.79341635181668,1.46590406638725,-15.1379006817941,9.6443488641196e-32,1.43735868434888e-29,61.5777473939464
"GPR146|115330","GPR146",115330,"ENSG00000164849","uc003sjw.2,uc003sjx.3,uc003sjy.1",-2.54902572678499,2.7846835636777,-15.1393902697119,9.55963034119452e-32,1.43735868434888e-29,61.5483015007753
"GDF10|2662","GDF10",2662,"ENSG00000107623","uc001jfb.2,uc009xnp.2,uc009xnq.1",-4.23530997315697,0.206889795784135,-15.0873567000403,1.30119742860949e-31,1.90462773612715e-29,61.2969576182239
"NKAPL|222698","NKAPL",222698,"ENSG00000189134","uc003nkt.2",-2.64716784890428,-0.947632838820411,-15.102788088461,1.1874667126981e-31,1.7538134493669e-29,61.2738262775409
"PYGM|5837","PYGM",5837,"ENSG00000068976","uc001oax.3,uc001oay.3",-3.40415570670784,-0.310161489590351,-15.083534870971,1.3310131341814e-31,1.93102914351946e-29,61.2426553298945
"KCNIP2|30819","KCNIP2",30819,"ENSG00000120049","uc001ktx.2,uc001kty.2,uc001ktz.2,uc001kua.2,uc001kub.2,uc001kuc.2,uc001kud.2,uc001kue.2,uc001kuf.2,uc009xwu.2,uc009xwv.2,uc009xww.2,uc010qqg.1,uc010qqh.1,uc010qqi.1",-4.8997550859016,2.35854002905705,-15.0757698324256,1.39371781971885e-31,1.97934644110351e-29,61.1835561667811
"HSPB2|3316","HSPB2",3316,"ENSG00000170276","uc001pmg.2,uc009yyj.2",-2.64131346563141,1.98065915789789,-15.0699215574732,1.44289204320103e-31,2.02177539796903e-29,61.1783364465601
"IGFBP6|3489","IGFBP6",3489,"ENSG00000167779","uc001sbu.1",-2.98372817336381,3.50834686283995,-15.0806008804297,1.3543663759728e-31,1.94767389190334e-29,61.1523369743034
