"","gene_id","entrezgene","ensembl_gene_id","transcript_id.transcript_id_TCGA.BH.A0B6.01A.11R.A19W.07","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"IPW|3653","SNHG14",3653,"ENSG00000224078","uc001yxn.3,uc001yyb.3,uc001yyp.1,uc010ayl.2,uc010aym.1",-1.10061663131223,3.72111144137294,-5.9588884142931,1.81498403547402e-08,7.62358398092778e-08,8.30972879291825
"ZNF10|7556","ZNF10",7556,"ENSG00000256223","uc001ulq.2,uc009zzb.2",-0.630361355474953,3.5583934520672,-5.94542290760249,1.93926302665174e-08,8.10613922971155e-08,8.30381627379781
"GAL3ST2|64090","GAL3ST2",64090,"ENSG00000154252","uc002wcj.1",2.86418406819736,-3.43997794024165,5.78825929914219,4.17468330267599e-08,1.66804187336267e-07,8.30246911595355
"C11orf49|79096","C11orf49",79096,"ENSG00000149179","uc001ndp.2,uc001ndq.2,uc001ndr.2,uc001nds.2,uc010rgx.1,uc010rgy.1,uc010rgz.1",0.619160177949295,4.55311682246726,5.95401193454183,1.85906150554905e-08,7.7909971202355e-08,8.28594635491545
"EPC2|26122","EPC2",26122,"ENSG00000135999","uc010zbt.1",-0.500708081992549,5.21076919003539,-5.98286516968928,1.61274431684732e-08,6.82833944483342e-08,8.28239710973699
"PLEC|5339","PLEC",5339,"ENSG00000178209","uc003zab.1,uc003zac.1,uc003zad.2,uc003zae.1,uc003zaf.1,uc003zag.1,uc003zah.2,uc003zaj.2",0.697026193715143,8.50802465020436,5.98872641916404,1.56677154731953e-08,6.64226861824576e-08,8.28190913934234
"MEX3D|399664","MEX3D",399664,"ENSG00000181588","uc010dsn.2",0.829466934041803,4.3861565767706,5.94258338952321,1.96651652511129e-08,8.21586949864283e-08,8.2789723469039
"HOXA1|3198","HOXA1",3198,"ENSG00000105991","uc003syd.2,uc003sye.2",-1.02745418656934,-0.0618981282953149,-5.83901702864543,3.26315227580828e-08,1.32448919063137e-07,8.27754391040363
"KLK11|11012","KLK11",11012,"ENSG00000167757","uc002pvb.1,uc002pvc.3,uc002pvd.1,uc002pve.1,uc002pvf.1,uc010eom.2",-3.18494011346712,0.15280339830509,-5.86614135459651,2.85921329303435e-08,1.16688928867327e-07,8.27657707391121
"ZCWPW2|152098","ZCWPW2",152098,"ENSG00000206559","uc003ceh.2,uc003cei.2,uc010hfo.2",-0.865112157966697,0.0105881885984857,-5.83761888124265,3.28542447327556e-08,1.33286930994505e-07,8.27256353656519
"THOC3|84321","THOC3",84321,"ENSG00000051596","uc003mdg.3,uc003mdh.2",0.750537595051849,5.21467435275344,5.96720444379275,1.74217022107337e-08,7.3421950139529e-08,8.26957392164346
"ACADVL|37","ACADVL",37,"ENSG00000072778","uc002gev.2,uc002gew.2,uc002gex.2,uc010vtp.1,uc010vtq.1",-0.716099561989109,7.58293843679428,-5.98707548922694,1.57958893786402e-08,6.69314578633824e-08,8.26947218183663
"SIGLEC7|27036","SIGLEC7",27036,"ENSG00000168995","uc002pvv.1,uc002pvw.1,uc010eoq.1,uc010eor.1",1.27228566824903,0.668300149366441,5.82835313921968,3.43683645975309e-08,1.38948204491226e-07,8.2637010248509
"FAM57B|83723","FAM57B",83723,"ENSG00000149926","uc002dvt.2,uc002dvu.2",2.49952149533496,-1.1638743815966,5.79332399450085,4.07354342051035e-08,1.62995933403241e-07,8.25943057295703
"PARP10|84875","PARP10",84875,"ENSG00000178685","uc003zak.3,uc003zal.3,uc003zam.2,uc010mfn.1,uc010mfo.1,uc011lku.1,uc011lkv.1",1.04460462389364,5.75830473403934,5.97227017634526,1.69922815940022e-08,7.17228281287519e-08,8.25575887440859
"HIBCH|26275","HIBCH",26275,"ENSG00000198130","uc002uru.2,uc002urv.2",-0.567071106230063,4.76386359150961,-5.96971795712533,1.72073183120101e-08,7.26117828589689e-08,8.25460543895129
"BMS1P5|399761","BMS1P5",399761,"ENSG00000204164","uc001jdx.3,uc001jgb.3",-0.806610308704968,2.02666914440914,-5.88317392665065,2.63106179737639e-08,1.07942009775247e-07,8.25273307629481
"RNF175|285533","RNF175",285533,"ENSG00000145428","uc003int.2,uc003inu.1",-1.08606487538441,-0.838570576350601,-5.82052448810477,3.57007665907534e-08,1.4397991820143e-07,8.25135371215273
"SLC16A2|6567","SLC16A2",6567,"ENSG00000147100","uc004ebt.2,uc010nlr.1",-1.0135271436206,4.9306192722496,-5.97406200115386,1.68428891165686e-08,7.11655474683055e-08,8.24684266839662
"PTCD1|26024","PTCD1",26024,"ENSG00000106246","uc003uqh.2,uc011kiw.1",0.640046630131049,4.1299868020235,5.92942953884632,2.09774620293614e-08,8.73054532958847e-08,8.23819058569896
"B4GALT4|8702","B4GALT4",8702,"ENSG00000121578","uc003ece.1,uc003ecf.2,uc003ecg.2,uc003ech.2,uc003eci.2,uc011biy.1",0.527291704387509,4.76131185168311,5.95169955614845,1.88032793178651e-08,7.87585490896985e-08,8.23494593340028
"HMGB2|3148","HMGB2",3148,"ENSG00000164104","uc003ita.3,uc003itb.2,uc003itc.2,uc011ckc.1",0.826138323508142,6.69712397825245,5.9802263557413,1.63387148014396e-08,6.91600543389624e-08,8.2317607247803
"LOC390595|390595","UBAP1L",390595,"ENSG00000246922","uc002aok.2,uc010bhe.2,uc010bhf.1,uc010uit.1",-1.16408118825316,-1.82618744156087,-5.80223091686748,3.90146643046826e-08,1.56727862438365e-07,8.23076544787648
"FAM100A|124402","UBALD1",124402,"ENSG00000153443","uc002cwx.2,uc002cwy.2,uc010btv.1",0.880457054286328,4.160377603978,5.9233562470653,2.16119835501634e-08,8.96184767581679e-08,8.22852267583064
"SCYL1|57410","SCYL1",57410,"ENSG00000142186","uc001oea.1,uc001oeb.1,uc001oec.1,uc001oed.1,uc001oee.1,uc009yqk.2",0.518173235477088,6.37753144846983,5.97800109723917,1.65189843309563e-08,6.98870268701155e-08,8.22408571656836
"GNG5|2787","GNG5",2787,"ENSG00000174021","uc001djw.3",0.651346955296674,6.36586278872029,5.97614019309225,1.66712343149312e-08,7.04765898295466e-08,8.21903772552492
"SMC6|79677","SMC6",79677,"ENSG00000163029","uc002rcn.2,uc002rco.2,uc002rcp.1,uc002rcq.2,uc002rcr.1,uc010exo.2",0.566149347463668,5.39171553441498,5.9626400050245,1.78177341888025e-08,7.50138506140801e-08,8.21659963173122
"KDM4B|23030","KDM4B",23030,"ENSG00000127663","uc002mbq.3,uc002mbr.3,uc010xil.1,uc010xim.1",1.10398057422343,6.72647887888866,5.97515735767887,1.67521997190529e-08,7.08006089698772e-08,8.21316746068077
"PIF1|80119","PIF1",80119,"ENSG00000140451","uc002anr.2,uc002ans.2,uc002ant.2,uc002anu.2,uc010uiq.1",1.72465564581279,-0.0259424734854717,5.80174041891136,3.9107544662086e-08,1.57024023313798e-07,8.20894808163127
"NDUFB3|4709","NDUFB3",4709,"ENSG00000119013","uc002uwx.3",0.456920537035616,5.0101405570501,5.95400575576782,1.85911801478353e-08,7.7909971202355e-08,8.20835731864272
"ACVRL1|94","ACVRL1",94,"ENSG00000139567","uc001rzj.2,uc001rzk.2,uc010snm.1",-0.745358557750692,4.73820762811398,-5.95981963687016,1.80668425626407e-08,7.59455940953671e-08,8.20315699222413
"AP2M1|1173","AP2M1",1173,"ENSG00000161203","uc003fmw.2,uc003fmx.2,uc003fmy.2,uc011bqx.1,uc011bqy.1,uc011bqz.1",0.470046065273292,8.28211990346614,5.97262963594975,1.69622079734099e-08,7.16327762792585e-08,8.20130315832292
"SYNGR4|23546","SYNGR4",23546,"ENSG00000105467","uc002piz.2",1.92980154464334,-3.81911246091165,5.76287536463936,4.71982282616109e-08,1.87082777966549e-07,8.18814183533835
"PTGIR|5739","PTGIR",5739,"ENSG00000160013","uc002pex.2",1.10588064470981,0.982671172450904,5.81898852969269,3.59680559958e-08,1.44915288767546e-07,8.18793400031256
"GRINL1A|81488","POLR2M",81488,"ENSG00000255529","uc002aes.2,uc002aet.3,uc002aeu.3,uc002aev.1,uc010ugu.1",-0.529990044503145,5.59342512581656,-5.96590506464043,1.75335546901723e-08,7.3874349933355e-08,8.17635503176706
"TTPA|7274","TTPA",7274,"ENSG00000137561","uc003xux.1",-1.93510693072184,-2.18405697931266,-5.79100677168513,4.11951600275721e-08,1.64720354510248e-07,8.17623127297634
"RARA|5914","RARA",5914,"ENSG00000131759","uc002huk.1,uc002hul.3,uc002hun.1,uc010wfe.1",1.1203839978658,6.54014497278346,5.96194892102829,1.78784605750466e-08,7.52115685571756e-08,8.15742705113348
"EDEM2|55741","EDEM2",55741,"ENSG00000088298","uc002xbn.2,uc002xbo.2,uc002xbp.2,uc002xbq.2,uc002xbr.2,uc010zus.1,uc010zut.1,uc010zuu.1,uc010zuv.1",0.506777572855619,4.985228224376,5.94151565587752,1.97686144444379e-08,8.25698510069084e-08,8.15558040650177
"GNPDA1|10007","GNPDA1",10007,"ENSG00000113552","uc003lmf.3,uc003lmg.3,uc003lmh.3,uc010jgh.2",0.396101256409549,5.68209575459744,5.95657331335557,1.8357804231617e-08,7.69910060304757e-08,8.15411987024014
"EHHADH|1962","EHHADH",1962,"ENSG00000113790","uc003fpf.2,uc011brs.1",-0.840563006699105,3.90925485525616,-5.92938275597502,2.09822792476385e-08,8.73054532958847e-08,8.15278443807859
"TAC1|6863","TAC1",6863,"ENSG00000006128","uc003uop.3,uc003uoq.3,uc003uor.3,uc003uos.3",-2.58643862627913,-2.4805648741983,-5.78523147028209,4.23631822858366e-08,1.69143207597176e-07,8.15183855597205
"TMEM18|129787","TMEM18",129787,"ENSG00000151353","uc002qwk.2,uc002qwl.2",-0.495423863330085,4.86576966474495,-5.94890208360063,1.90637478333768e-08,7.97476606227048e-08,8.14846963601209
"PTPLAD1|51495","PTPLAD1",51495,"ENSG00000074696","uc002apb.1,uc002apc.2,uc010uiw.1",0.760969952138884,7.81875861904094,5.96344105133307,1.77475984375663e-08,7.47569703970868e-08,8.14568058827338
"COL28A1|340267","COL28A1",340267,"ENSG00000215018","uc003src.1,uc003srd.2,uc003sre.1,uc011jxe.1",-1.87985884124837,-0.996652391226987,-5.8014039146265,3.91713901190253e-08,1.5720337077388e-07,8.14523239745561
"LUZP1|7798","LUZP1",7798,"ENSG00000169641","uc001bgk.2,uc001bgl.2,uc001bgm.1,uc010odv.1",-0.599717760262532,5.79799538995585,-5.96118039606407,1.79462302255545e-08,7.5457937501344e-08,8.14385648065827
"TBC1D13|54662","TBC1D13",54662,"ENSG00000107021","uc010myj.2,uc010myk.2,uc010myl.2",-0.4894161470922,5.55252740764575,-5.95840346675377,1.81932106284951e-08,7.63984362304174e-08,8.14327573987569
"DOLK|22845","DOLK",22845,"ENSG00000175283","uc004bwr.2",0.537658523350119,4.51815168698304,5.92504539929918,2.14336400863639e-08,8.89802723666371e-08,8.1425293322488
"LHX2|9355","LHX2",9355,"ENSG00000106689","uc004boe.1,uc010mwi.1",2.5135984641173,-3.12412625201372,5.75281071965843,4.95475702948294e-08,1.95919649641446e-07,8.1360304132742
"LOC100132215|100132215","AC009501.4",100132215,"ENSG00000231609","uc002scc.3",-1.09970817423911,-0.92336014090763,-5.79422991200708,4.0557074183587e-08,1.62446292246695e-07,8.13366557413752
"FOXK2|3607","RP13-638C3.4",3607,"ENSG00000261845","uc002kfm.1,uc002kfn.2,uc002kfo.2,uc002kfp.2,uc010diu.2",0.563928324302729,6.22098930222819,5.95765489367159,1.82603573480282e-08,7.66215250482659e-08,8.1335644903227
"MXRA5|25878","MXRA5",25878,"ENSG00000101825","uc004crg.3",1.12400106951586,8.38541599147963,5.95933109046965,1.81103390820277e-08,7.60894154051157e-08,8.13315188407344
"PPP1R15A|23645","PPP1R15A",23645,"ENSG00000087074","uc002pky.3",-1.00189680524997,5.93361383364617,-5.95942042739583,1.81023775229096e-08,7.60754619611842e-08,8.12938145887853
"C1QTNF1|114897","C1QTNF1",114897,"ENSG00000173918","uc002jwp.2,uc002jwq.2,uc002jwr.3,uc002jws.2,uc002jwt.2",-1.21819040092765,4.97220579456841,-5.95056224416671,1.89087489411041e-08,7.91396553843401e-08,8.12697520099074
"C7orf47|221908","PPP1R35",221908,"ENSG00000160813","uc003uux.1,uc003uuy.1",0.990917273358545,3.10438590153206,5.85970184302882,2.95042957930322e-08,1.20291824230532e-07,8.120825835362
"CSDA|8531","YBX3",8531,"ENSG00000060138","uc001qyt.2,uc001qyu.2",-1.08748589793137,6.7014163535945,-5.95804961085275,1.8224921129037e-08,7.6511999229048e-08,8.11980788203879
"MB|4151","MB",4151,"ENSG00000198125","uc003anz.2,uc003aoa.2,uc003aob.2",1.8466238315004,3.77580489072601,5.86347202489871,2.89668420515936e-08,1.18159345258479e-07,8.11689212231017
"GTPBP3|84705","GTPBP3",84705,"ENSG00000130299","uc002ngg.3,uc002ngh.3,uc002ngi.3,uc010eaq.1,uc010ear.1,uc010eas.2,uc010xpo.1",0.752923299239263,3.9850036834916,5.89506220456377,2.48249408629427e-08,1.02204942367424e-07,8.11154123477632
"LGI1|9211","LGI1",9211,"ENSG00000108231","uc001kjc.3,uc001kjd.3,uc001kje.2,uc009xui.2,uc010qnv.1",-2.12722511831692,-4.1790407151705,-5.75289442526596,4.9527566954692e-08,1.9588780039933e-07,8.09782518608672
"VPS28|51160","VPS28",51160,"ENSG00000160948","uc003zcr.1,uc003zcs.1,uc003zct.1",0.776033037192942,6.45339974876281,5.9506237725788,1.89030282328709e-08,7.91359154365897e-08,8.09583495452819
"ULK3|25989","ULK3",25989,"ENSG00000140474","uc002ayv.2,uc010bkf.1,uc010ulp.1,uc010ulq.1,uc010ulr.1,uc010uls.1,uc010ult.1,uc010ulu.1",0.558028910904482,5.02235723850657,5.928787987933,2.10436169817766e-08,8.75162498222339e-08,8.09384074197639
"C15orf63|25764","SERF2",25764,"ENSG00000140264","uc001ztb.2,uc001ztf.2,uc001ztg.1",0.868593197174561,5.01960710860039,5.92327903393724,2.1620170524494e-08,8.96184767581679e-08,8.09052652151823
"IGFL3|388555","IGFL3",388555,"ENSG00000188624","uc002pea.1",2.61251672643129,-4.33989696417187,5.74021532885331,5.26494317946444e-08,2.07185498041623e-07,8.08631118681055
"GK3P|2713","GK3P",2713,"ENSG00000229894","uc003ird.3",0.974891764191191,-0.0520378285751741,5.78095286709963,4.32493615782126e-08,1.72429482906911e-07,8.0845307899846
"NFKBIZ|64332","NFKBIZ",64332,"ENSG00000144802","uc003dvo.2,uc003dvp.2,uc003dvq.2,uc010hpo.2",-1.41106152032536,4.65187130308792,-5.93401583615743,2.05104399251657e-08,8.54940635985677e-08,8.06811639429812
"SCRN2|90507","SCRN2",90507,"ENSG00000141295","uc002imc.2,uc002imd.2,uc002ime.2,uc002imf.2",-0.984772798033335,4.60842528776283,-5.93061615699258,2.08556383023671e-08,8.68225836284932e-08,8.06755923341752
"PPIH|10465","PPIH",10465,"ENSG00000171960","uc001chq.2,uc009vwl.2",0.562128333193014,4.2008918907181,5.89710313652295,2.45782939499154e-08,1.01240339450983e-07,8.06549866873925
"POLE|5426","POLE",5426,"ENSG00000177084","uc001ukq.1,uc001ukr.1,uc001uks.1,uc009zyu.1,uc010tbq.1",0.658812279144073,5.54440822807339,5.93163947867005,2.07511367070522e-08,8.64314367823714e-08,8.05817499511617
"BMPR1A|657","BMPR1A",657,"ENSG00000107779","uc001kdy.2,uc001kdz.2",-0.629257007666006,5.10003461462021,-5.93515747155952,2.03957815761321e-08,8.50810287936667e-08,8.05712330060561
"EDN2|1907","EDN2",1907,"ENSG00000127129","uc001cgu.2,uc001cgv.2,uc001cgw.2,uc001cgx.2,uc009vwh.2,uc009vwi.2,uc009vwj.2",2.52394621380618,1.42715572718774,5.78511016248444,4.23880606810152e-08,1.69201331094367e-07,8.05641114806945
"PEMT|10400","PEMT",10400,"ENSG00000133027","uc002grj.2,uc002grk.2,uc002grl.2,uc010vwx.1",-0.812958350911057,4.00905243720232,-5.91093855528456,2.29684894313996e-08,9.4991275413311e-08,8.05297279050851
"BTAF1|9044","BTAF1",9044,"ENSG00000095564","uc001khr.2,uc001khs.1,uc001kht.1,uc009xua.1",-0.6926418822253,5.68482622707196,-5.94128133851105,1.97913879969017e-08,8.26439161541533e-08,8.05129321954794
"FOXH1|8928","FOXH1",8928,"ENSG00000160973","uc003zdc.2",1.92269907431996,-2.3484501470607,5.7368459238084,5.3510945819422e-08,2.10172124044946e-07,8.03419679627971
"CDC14A|8556","CDC14A",8556,"ENSG00000079335","uc001dte.3,uc001dtf.2,uc001dtg.3,uc009web.2,uc009wec.1,uc009wed.1,uc009wee.2,uc010oui.1",-1.19622305532956,3.40085439923898,-5.89019753004102,2.54226639783143e-08,1.04534525523071e-07,8.02501837894434
"NOP58|51602","NOP58",51602,"ENSG00000055044","uc002uzb.2,uc010zhv.1",0.541048434850036,6.19441193514226,5.93482365952078,2.04292422740107e-08,8.51772629298403e-08,8.02431972796099
"MRPL9|65005","MRPL9",65005,"ENSG00000143436","uc001eyv.2,uc009wmz.2,uc009wna.1,uc010pdk.1",0.603737657440228,5.80931488337319,5.92910400495981,2.10110046533091e-08,8.74027937798399e-08,8.02171940107161
"FGD5|152273","FGD5",152273,"ENSG00000154783","uc003bzc.2,uc003bzd.2,uc011avk.1",-0.940965240919802,5.03458460673543,-5.92682921713375,2.12468684657228e-08,8.83167245504717e-08,8.01352971531719
"RGPD6|729540","RGPD8",729540,"ENSG00000169629","uc002tfd.3,uc010fjp.2,uc010yxe.1",-0.629238306914905,5.0136237181387,-5.92387822795788,2.15567171557458e-08,8.94685622914675e-08,8.01008463767103
"C21orf29|54084","TSPEAR",54084,"ENSG00000175894","uc002zfe.1,uc010gpv.1",-1.73615977339896,-3.48681237842569,-5.73745866320363,5.33532560766694e-08,2.09653231093221e-07,8.00593464917352
"TNFRSF9|3604","TNFRSF9",3604,"ENSG00000049249","uc001aot.2",2.5005703153532,-1.1338496267428,5.73809799076059,5.31892088038429e-08,2.09058712330424e-07,8.0008514086239
"CSRP2|1466","CSRP2",1466,"ENSG00000175183","uc001syl.1",-1.01331515703585,3.56124814689568,-5.88729970871717,2.57854011363549e-08,1.05893253063477e-07,7.99652091360078
"ERBB3|2065","ERBB3",2065,"ENSG00000065361","uc001sjg.2,uc001sjh.2,uc001sji.2,uc001sjj.1,uc001sjk.2,uc001sjl.2,uc009zoj.2,uc009zok.2,uc010sqb.1,uc010sqc.1",1.41815139460002,8.16610659992389,5.93146156527553,2.07692682690333e-08,8.64849845066122e-08,7.99403129694799
"RAB4B|53916","RAB4B",53916,"ENSG00000167578","uc002opc.1,uc002opd.1,uc002ope.1,uc002opf.1",0.71441535906464,4.29090151783331,5.88218943614681,2.64374862884464e-08,1.08435364076255e-07,7.99272827112931
"VPS25|84313","VPS25",84313,"ENSG00000131475","uc002ibi.2",0.549068457016616,5.66135317845554,5.9206954979245,2.1895865263469e-08,9.0694913479356e-08,7.9898830212206
"IL11|3589","IL11",3589,"ENSG00000095752","uc002qks.1,uc010yfx.1",1.69234822059758,-1.00396862801876,5.74152843062328,5.23173784476364e-08,2.05928235839268e-07,7.98806859745633
"SORBS2|8470","SORBS2",8470,"ENSG00000154556","uc003iya.2,uc003iyb.2,uc003iyc.2,uc003iyd.2,uc003iye.2,uc003iyf.2,uc003iyg.2,uc003iyh.2,uc003iyi.2,uc003iyk.2,uc003iyl.2,uc003iym.2,uc003iyn.1,uc003iyo.1,uc003iyp.2,uc011cku.1,uc011ckv.1,uc011ckw.1,uc011ckx.1,uc011cky.1",-1.43916163344802,5.64364697513486,-5.92695270499631,2.12339981099328e-08,8.828561121335e-08,7.98055131622465
"ENPP3|5169","ENPP3",5169,"ENSG00000154269","uc003qcu.3,uc003qcv.2,uc010kfn.1,uc010kfo.1,uc010kfp.1,uc010kfq.2,uc011ecc.1",-1.74731931746495,0.417133267681023,-5.7932805238344,4.07440121438625e-08,1.62995933403241e-07,7.97762605250586
"ABCB11|8647","ABCB11",8647,"ENSG00000073734","uc002ueo.1,uc010zda.1,uc010zdb.1",-1.87623505217809,-3.92910566843947,-5.72769034964855,5.59222126825488e-08,2.18908489665164e-07,7.97674006680446
"MARVELD2|153562","MARVELD2",153562,"ENSG00000152939","uc003jwq.2,uc003jwr.1,uc003jws.1,uc010ixf.2",0.994911411063414,4.38403036753569,5.87325771152579,2.76162313881811e-08,1.13015600943046e-07,7.96924188393881
"RNASE1|6035","RNASE1",6035,"ENSG00000129538","uc001vyf.2,uc001vyg.2,uc001vyh.2,uc001vyi.2",-1.30823948778073,6.67081528859234,-5.92561295421905,2.1374041248671e-08,8.87778140944292e-08,7.96609816773621
"IL17D|53342","IL17D",53342,"ENSG00000172458","uc001unm.2",-1.35077806536232,-0.193936883201537,-5.77241099107047,4.50731869114344e-08,1.79308378118431e-07,7.96143151041275
"GOT2|2806","GOT2",2806,"ENSG00000125166","uc002eof.1,uc010vim.1",0.639632047783792,6.73474841026805,5.9236235625829,2.15836633305207e-08,8.95350649394122e-08,7.95482064173715
"UBE2N|7334","UBE2N",7334,"ENSG00000177889","uc001tcp.2",0.49737184995125,6.67794838984777,5.92370016509668,2.15755545375595e-08,8.95240802553151e-08,7.95416693873223
"TBRG4|9238","TBRG4",9238,"ENSG00000136270","uc003tmu.2,uc003tmv.2,uc003tmw.2,uc003tmx.2,uc011kcd.1",0.619330402691948,5.47982725666654,5.90905728980049,2.31811511661938e-08,9.58224387843122e-08,7.95339459940008
"EVL|51466","EVL",51466,"ENSG00000196405","uc001ygt.2,uc001ygu.2,uc001ygv.2,uc001ygw.1,uc010avu.2",1.24083979033641,7.32834854827418,5.92298474652834,2.16514019654678e-08,8.97252486910717e-08,7.95100240345204
"CIB3|117286","CIB3",117286,"ENSG00000141977","uc002nds.2,uc010eae.2,uc010eaf.2,uc010eag.2",2.43699076140926,-3.24552918620614,5.71223161774492,6.02370715973801e-08,2.34344222061568e-07,7.95067039394074
"SKIV2L|6499","SKIV2L",6499,"ENSG00000204351","uc003nyn.1,uc011dou.1,uc011dov.1",0.539608132856096,5.56185617111901,5.90975267905611,2.31023191043986e-08,9.55206606298891e-08,7.94503197543125
"ZNF449|203523","ZNF449",203523,"ENSG00000173275","uc004eyq.1,uc004eyr.3,uc004eys.2,uc004eyt.2,uc004eyu.2",-0.559513398729111,3.3064164391388,-5.85886081214859,2.9625514619739e-08,1.20756013594232e-07,7.93768922284816
"RFC4|5984","RFC4",5984,"ENSG00000163918","uc003fqz.2,uc011bsc.1,uc011bsd.1",0.907516919761959,4.06194618133759,5.85621625790818,3.0009866648538e-08,1.22234833967722e-07,7.93036483490164
"C2orf48|348738","C2orf48",348738,"ENSG00000163009","uc002rai.1",2.28755026938774,-2.7436044322688,5.7094424492739,6.10495587411455e-08,2.37336131373569e-07,7.92918186516384
"RCSD1|92241","RCSD1",92241,"ENSG00000198771","uc001gem.2,uc010pli.1",-0.934967252415006,4.21702808518374,-5.89118529840449,2.53001661948992e-08,1.04109167821079e-07,7.92372363521392
"CHST2|9435","CHST2",9435,"ENSG00000175040","uc003evm.2",-0.95644776733378,2.98137405540213,-5.85083193979688,3.0807573057364e-08,1.25387128277663e-07,7.92358382608652
"PNKP|11284","PNKP",11284,"ENSG00000039650","uc002pqg.2,uc002pqh.2,uc002pqi.2,uc002pqj.2,uc002pqk.2,uc010enm.2",0.861724549404859,4.33867575213417,5.86614594742883,2.85914923203725e-08,1.16688928867327e-07,7.92252039868254
"C6orf186|728464","METTL24",728464,"ENSG00000053328","uc003pub.2,uc010kdu.1",-1.49393164073058,-2.33465738683017,-5.73111706250372,5.50075289969764e-08,2.15636879573513e-07,7.92038407912695
"ZNF561|93134","ZNF561",93134,"ENSG00000171469","uc002mlu.2,uc010dwu.2,uc010xkr.1",-0.501204473511641,5.58485029078322,-5.91172650892615,2.28799871609896e-08,9.4673021079572e-08,7.91687356882111
"FILIP1|27145","FILIP1",27145,"ENSG00000118407","uc003phy.1,uc003phz.2,uc003pia.2,uc003pib.1,uc010kbe.2",-0.996125415324011,2.2109165516443,-5.82185168317436,3.54713744768553e-08,1.43125206294257e-07,7.91684363300125
"PRDX2|7001","PRDX2",7001,"ENSG00000167815","uc002mvd.2,uc002mve.1",0.679885427495601,7.50659699253546,5.916438906897,2.23576321542723e-08,9.25817179937205e-08,7.91650266134119
"PLS3|5358","PLS3",5358,"ENSG00000102024","uc004eqd.2,uc004eqe.2,uc010nqf.2,uc010nqg.2,uc011mtf.1,uc011mtg.1,uc011mth.1,uc011mti.1,uc011mtj.1,uc011mtk.1,uc011mtl.1",-0.988338018190471,7.17139519814045,-5.91464464136852,2.2555127773023e-08,9.33759506845807e-08,7.91624091933177
"MBL1P|8512","MBL1P",8512,"ENSG00000242600","uc001kbf.2,uc001kbg.1",-1.34511470034158,-2.86237205919305,-5.72128738531019,5.76714117771455e-08,2.25110743970125e-07,7.90828685840266
"HNRNPK|3190","HNRNPK",3190,"ENSG00000165119","uc004and.3,uc004anf.3,uc004ang.3,uc004anh.3,uc004ani.3,uc004anj.3,uc004ank.3,uc004anl.3,uc004anm.3,uc004ann.3,uc011lsw.1,uc011lsx.1",0.289289292187454,9.46376743951969,5.90380208430484,2.37854908655562e-08,9.81226314166906e-08,7.90548058113165
"CLCN1|1180","CLCN1",1180,"ENSG00000188037","uc003wcr.1,uc003wcs.1,uc010lox.1,uc010loy.1,uc011ktc.1",-1.63573692759091,-2.96071578756701,-5.7206635995525,5.78446569299307e-08,2.25679511115965e-07,7.90302867437603
"GCK|2645","GCK",2645,"ENSG00000106633","uc003tkh.1,uc003tki.1,uc003tkj.1,uc003tkk.1,uc003tkl.2",-1.44948560195933,-2.73997547585993,-5.72204202627337,5.74625027769228e-08,2.24402160677673e-07,7.90277320201252
"ERMAP|114625","ERMAP",114625,"ENSG00000164010","uc001cic.1,uc001cid.1,uc001cie.1,uc001cif.1,uc010ojw.1",-0.556128332150871,4.40094429849884,-5.8869918147997,2.5824238900281e-08,1.06026188963488e-07,7.89911285666943
"ZDHHC9|51114","ZDHHC9",51114,"ENSG00000188706","uc004euv.2,uc004euw.2,uc004eux.1,uc004euy.1",0.577393359198178,6.11312109706996,5.90695844723518,2.34206870109275e-08,9.66906932402785e-08,7.89551326819319
"GPR87|53836","GPR87",53836,"ENSG00000138271","uc003eyt.2",-2.14387009395856,-0.151274647035318,-5.7655462996626,4.65933061498165e-08,1.8495173390317e-07,7.89134674600101
"ETV3L|440695","ETV3L",440695,"ENSG00000253831","uc001fqq.1",-1.30566385872848,-1.18868199667394,-5.73940519774939,5.28553236426489e-08,2.07846048404314e-07,7.88949869437426
"PPIA|5478","PPIA",5478,"ENSG00000196262","uc003tlw.2,uc003tlx.2,uc010kyl.2",0.555711416598433,7.86183783139961,5.90840281593898,2.32555857962512e-08,9.61058919948934e-08,7.88299408874972
"POM121L9P|29774","POM121L9P",29774,"ENSG00000128262","uc002zzs.3",-1.25195589856155,-0.915363695598262,-5.74157132669653,5.23065656698269e-08,2.05928235839268e-07,7.88214328213535
"MFGE8|4240","MFGE8",4240,"ENSG00000140545","uc002bnf.3,uc002bng.3,uc002bnh.3,uc010bnn.2,uc010bno.2,uc010upq.1,uc010upr.1",-1.33617686102799,7.09687590725282,-5.90683042731442,2.34353758857112e-08,9.67269769059289e-08,7.88209598932885
"TECPR2|9895","TECPR2",9895,"ENSG00000196663","uc001ylw.1,uc010awl.2,uc010txw.1,uc010txx.1",-0.475194552873386,5.23157392401681,-5.8988037578897,2.43746099518087e-08,1.00451823919043e-07,7.87736720527024
"MESDC1|59274","MESDC1",59274,"ENSG00000140406","uc002bfz.2",0.642318293707228,4.91974329099901,5.87969806420843,2.67612268971845e-08,1.09653475069343e-07,7.87730604070717
