PATIENT_ID,FOXM1,MCM2
TCGA.AC.A8OP.01,9.231957943,8.921906377
TCGA.AC.A8OQ.01,10.1741642,11.23469171
TCGA.AC.A8OR.01,8.389278554,9.574336184
TCGA.AC.A8OS.01,8.343025777,8.939294173
TCGA.AN.A03X.01,8.478207395,9.44613214
TCGA.AN.A03Y.01,10.54599732,10.64784513
TCGA.AN.A041.01,9.294464525,10.51813184
TCGA.AN.A046.01,9.607324765,9.544829234
TCGA.AN.A049.01,9.837927478,11.1270722
TCGA.AN.A04A.01,9.16643929,10.59807112
TCGA.AN.A04C.01,10.69104555,10.56789905
TCGA.AN.A04D.01,11.59875506,12.21009598
TCGA.AN.A0AJ.01,10.98698682,11.57895758
TCGA.AN.A0AK.01,11.63683304,11.22972009
TCGA.AN.A0AL.01,12.11487452,11.0976503
TCGA.AN.A0AM.01,11.42183867,11.01666902
TCGA.AN.A0AR.01,12.97877123,10.4100909
TCGA.AN.A0AS.01,9.255864194,9.116809188
TCGA.AN.A0AT.01,11.57459353,10.96463689
TCGA.AN.A0FD.01,8.822105525,10.19501533
TCGA.AN.A0FF.01,10.19014567,10.01329475
TCGA.AN.A0FJ.01,11.44850868,12.04162151
TCGA.AN.A0FK.01,9.622234891,9.997617023
TCGA.AN.A0FL.01,9.373443763,10.24641996
TCGA.AN.A0FN.01,8.781982561,8.975432435
TCGA.AN.A0FS.01,8.292050095,10.01853403
TCGA.AN.A0FT.01,8.339867814,9.006014642
TCGA.AN.A0FV.01,9.076732773,10.60332962
TCGA.AN.A0FW.01,10.2841879,10.81288323
TCGA.AN.A0FX.01,10.82197324,12.27124707
TCGA.AN.A0FY.01,10.77222384,11.4672591
TCGA.AN.A0FZ.01,9.263797348,9.795486118
TCGA.AN.A0G0.01,11.30237046,10.51298731
TCGA.AN.A0XL.01,9.273145191,9.713144184
TCGA.AN.A0XN.01,9.057639803,9.681981533
TCGA.AN.A0XO.01,8.981433138,10.08112388
TCGA.AN.A0XP.01,8.413437531,9.174548735
TCGA.AN.A0XR.01,10.43851119,10.52382656
TCGA.AN.A0XS.01,8.273902807,9.483158758
TCGA.AN.A0XT.01,8.440067678,9.458057945
TCGA.AN.A0XU.01,11.80092416,11.53490104
TCGA.AN.A0XV.01,9.354842209,9.4091151
TCGA.AN.A0XW.01,10.55061213,9.912079464
TCGA.AO.A03L.01,9.881239407,10.59504297
TCGA.AO.A03M.01,10.55877465,10.51205895
TCGA.AO.A03N.01,10.16749341,9.371759223
TCGA.AO.A03O.01,10.85326276,11.20026721
TCGA.AO.A03P.01,10.73392202,10.24013541
TCGA.AO.A03R.01,10.87736083,10.70635787
TCGA.AO.A03T.01,9.909959068,9.701252739
TCGA.AO.A03U.01,8.182121184,8.855843353
TCGA.AO.A03V.01,8.488800171,9.970048354
TCGA.AO.A0J2.01,12.01649144,10.78923203
TCGA.AO.A0J3.01,10.39275746,10.5849625
TCGA.AO.A0J4.01,11.24958163,11.05826914
TCGA.AO.A0J5.01,9.671797562,10.01882609
TCGA.AO.A0J6.01,11.12468354,11.01794974
TCGA.AO.A0J7.01,10.40930607,11.65626396
TCGA.AO.A0J8.01,8.516598287,9.590751706
TCGA.AO.A0J9.01,9.701542126,9.430561272
TCGA.AO.A0JA.01,10.25355206,9.490036562
TCGA.AO.A0JB.01,9.131856961,8.934787748
TCGA.AO.A0JC.01,8.609455798,9.561891249
TCGA.AO.A0JD.01,11.45720643,10.84383471
TCGA.AO.A0JE.01,9.452568667,10.54526376
TCGA.AO.A0JF.01,7.961438118,9.020832746
TCGA.AO.A0JG.01,7.760314106,9.045868849
TCGA.AO.A0JI.01,9.938772431,10.18089128
TCGA.AO.A0JJ.01,9.214676107,10.41968636
TCGA.AO.A0JL.01,10.54698125,9.256711126
TCGA.AO.A0JM.01,10.68337188,10.104887
TCGA.AO.A124.01,11.61397359,11.48817153
TCGA.AO.A125.01,8.375526042,8.180560643
TCGA.AO.A126.01,9.012956893,9.376144929
TCGA.AO.A128.01,10.09284962,11.40181283
TCGA.AO.A129.01,12.44543135,10.84246035
TCGA.AO.A12A.01,8.55054287,9.231547611
TCGA.AO.A12B.01,8.926313787,8.936187394
TCGA.AO.A12D.01,9.327065301,9.670886354
TCGA.AO.A12E.01,10.25286645,10.43526396
TCGA.AO.A12F.01,11.64220065,10.86025673
TCGA.AO.A12G.01,9.003152449,9.738430088
TCGA.AO.A12H.01,9.141167084,8.999828106
TCGA.AO.A1KO.01,6.543884035,8.972994141
TCGA.AO.A1KP.01,9.84174202,9.870919496
TCGA.AO.A1KQ.01,11.32726071,10.04139906
TCGA.AO.A1KR.01,11.94885267,11.50681831
TCGA.AO.A1KS.01,10.77258675,9.027527309
TCGA.AO.A1KT.01,10.69031233,10.95584603
TCGA.AQ.A04H.01,10.27105444,10.8130757
TCGA.AQ.A04J.01,11.88922255,11.8379393
TCGA.AQ.A04L.01,9.354218522,9.923213076
TCGA.AQ.A0Y5.01,7.911469888,9.506809387
TCGA.AQ.A1H2.01,7.956509747,9.27007803
TCGA.AQ.A1H3.01,9.253010692,9.901571383
TCGA.AQ.A54N.01,9.574419447,10.60693259
TCGA.AQ.A54O.01,8.094758614,9.28633828
TCGA.AQ.A7U7.01,9.042534906,9.643448571
TCGA.AR.A0TP.01,11.17827269,12.07740992
TCGA.AR.A0TQ.01,11.26114292,11.00946475
TCGA.AR.A0TR.01,7.029662693,9.124121312
TCGA.AR.A0TS.01,11.72004755,10.81688765
TCGA.AR.A0TT.01,9.615837429,10.10555499
TCGA.AR.A0TU.01,12.72783539,10.92366917
TCGA.AR.A0TV.01,10.97576917,10.91118973
TCGA.AR.A0TW.01,8.995795411,9.99315069
TCGA.AR.A0TX.01,9.769166743,10.00192888
TCGA.AR.A0TY.01,10.81427002,11.21532064
TCGA.AR.A0TZ.01,9.569885981,10.85275577
TCGA.AR.A0U0.01,10.44589427,10.07427529
TCGA.AR.A0U1.01,10.73641884,10.11698069
TCGA.AR.A0U2.01,11.62147499,11.13859819
TCGA.AR.A0U3.01,11.24675247,10.60947427
TCGA.AR.A0U4.01,11.832538,11.04600532
TCGA.AR.A1AH.01,11.20356824,10.37258215
TCGA.AR.A1AI.01,11.31916969,11.52013246
TCGA.AR.A1AJ.01,10.68971849,11.33161118
TCGA.AR.A1AK.01,10.00873674,9.946562735
TCGA.AR.A1AL.01,8.623768118,9.329229013
TCGA.AR.A1AM.01,7.343327868,9.19196478
TCGA.AR.A1AN.01,9.150308341,9.994919089
TCGA.AR.A1AO.01,9.591135207,9.898494069
TCGA.AR.A1AP.01,9.599816164,10.40219135
TCGA.AR.A1AQ.01,11.84458024,10.80761252
TCGA.AR.A1AR.01,10.48588967,10.73337976
TCGA.AR.A1AS.01,9.390586009,11.18925626
TCGA.AR.A1AT.01,9.871726622,10.67828322
TCGA.AR.A1AU.01,9.817706389,9.943968197
TCGA.AR.A1AV.01,8.808249888,9.924025634
TCGA.AR.A1AW.01,9.477653045,10.15893782
TCGA.AR.A1AX.01,9.546672638,10.29789067
TCGA.AR.A1AY.01,11.92393653,11.53733975
TCGA.AR.A24H.01,11.25601993,11.08992711
TCGA.AR.A24K.01,9.71690518,10.51884983
TCGA.AR.A24L.01,9.811928544,9.981082021
TCGA.AR.A24M.01,8.580808779,10.49200337
TCGA.AR.A24N.01,9.882526896,10.40419425
TCGA.AR.A24O.01,9.439604439,9.654920602
TCGA.AR.A24P.01,9.625995527,10.34140763
TCGA.AR.A24Q.01,11.91652143,10.65339148
TCGA.AR.A24R.01,10.55408996,10.46507658
TCGA.AR.A24S.01,10.08968881,10.1652462
TCGA.AR.A24T.01,7.933731959,9.645193669
TCGA.AR.A24U.01,9.580610953,9.929555795
TCGA.AR.A24V.01,7.690465985,9.918797659
TCGA.AR.A24W.01,7.605775805,9.033293594
TCGA.AR.A24X.01,8.786867495,9.620903431
TCGA.AR.A24Z.01,10.92401078,10.46026134
TCGA.AR.A250.01,9.983136126,9.955245954
TCGA.AR.A251.01,10.436191,11.16525248
TCGA.AR.A252.01,8.701379245,9.696517266
TCGA.AR.A254.01,9.49498955,10.50626791
TCGA.AR.A255.01,9.487413994,10.65306898
TCGA.AR.A256.01,11.81260251,11.51080372
TCGA.AR.A2LE.01,8.16905311,8.730140632
TCGA.AR.A2LH.01,9.116674054,10.27760125
TCGA.AR.A2LJ.01,8.800812559,10.05169837
TCGA.AR.A2LK.01,10.54373752,11.2029625
TCGA.AR.A2LM.01,6.557832801,9.600786375
TCGA.AR.A2LN.01,6.239653897,8.413073591
TCGA.AR.A2LO.01,9.750377046,10.55195814
TCGA.AR.A2LQ.01,8.359863742,9.110608586
TCGA.AR.A5QM.01,9.241585192,9.364084302
TCGA.AR.A5QN.01,9.157071508,10.11760414
TCGA.AR.A5QP.01,8.714348564,10.41475922
TCGA.AR.A5QQ.01,11.45898071,11.53417155
TCGA.B6.A0I1.01,9.836036149,10.6034409
TCGA.B6.A0I2.01,12.06506602,11.49271445
TCGA.B6.A0I5.01,8.432399921,8.994319491
TCGA.B6.A0I6.01,12.4353968,12.45584605
TCGA.B6.A0I8.01,8.967961111,8.309289894
TCGA.B6.A0I9.01,10.57604968,10.73389661
TCGA.B6.A0IA.01,9.734521651,9.776206
TCGA.B6.A0IB.01,10.59590082,10.54204519
TCGA.B6.A0IC.01,9.205030777,9.570440161
TCGA.B6.A0IE.01,9.501550607,10.4260865
TCGA.B6.A0IG.01,9.809629881,10.53656778
TCGA.B6.A0IH.01,6.281336604,9.179436406
TCGA.B6.A0IJ.01,12.63178866,11.93818286
TCGA.B6.A0IK.01,10.31596467,11.10734787
TCGA.B6.A0IM.01,10.04109784,10.61011129
TCGA.B6.A0IN.01,9.424865417,9.21705861
TCGA.B6.A0IO.01,9.869083296,9.960692696
TCGA.B6.A0IP.01,9.470782906,10.22629176
TCGA.B6.A0IQ.01,11.84853688,12.21690345
TCGA.B6.A0RE.01,11.79580428,10.72166317
TCGA.B6.A0RG.01,10.25731712,9.871900619
TCGA.B6.A0RH.01,8.817268296,10.19421513
TCGA.B6.A0RI.01,9.488121312,9.948044487
TCGA.B6.A0RL.01,10.72499126,11.44902996
TCGA.B6.A0RM.01,9.099518767,10.5600844
TCGA.B6.A0RN.01,6.955975313,9.448878244
TCGA.B6.A0RO.01,7.870820884,9.386103908
TCGA.B6.A0RP.01,7.963445224,9.709873028
TCGA.B6.A0RQ.01,6.105881278,8.727563139
TCGA.B6.A0RS.01,10.47407094,10.48049739
TCGA.B6.A0RT.01,10.75330869,10.51009161
TCGA.B6.A0RU.01,11.08873525,11.95558816
TCGA.B6.A0RV.01,8.530343907,10.43637841
TCGA.B6.A0WS.01,9.452543958,10.39627297
TCGA.B6.A0WT.01,9.214309406,10.24944534
TCGA.B6.A0WV.01,10.51486196,10.54716446
TCGA.B6.A0WW.01,10.21061047,9.96804754
TCGA.B6.A0WX.01,9.804429535,10.64028109
TCGA.B6.A0WY.01,8.964909746,9.676346755
TCGA.B6.A0WZ.01,9.592632692,9.426258464
TCGA.B6.A0X0.01,8.949129264,10.00502096
TCGA.B6.A0X1.01,13.15206297,10.35281589
TCGA.B6.A0X4.01,7.902568064,8.768399389
TCGA.B6.A0X5.01,11.40970384,11.0233316
TCGA.B6.A0X7.01,7.791280123,9.336245445
TCGA.B6.A1KC.01,10.11045721,10.34339672
TCGA.B6.A1KF.01,11.55928148,11.05088256
TCGA.B6.A1KI.01,7.870050252,8.576930219
TCGA.B6.A1KN.01,10.17042585,10.93528294
TCGA.B6.A2IU.01,9.09117089,10.63396696
TCGA.B6.A3ZX.01,11.13713845,10.24778514
TCGA.B6.A400.01,11.67542342,11.07543235
TCGA.B6.A401.01,8.416387985,9.885574364
TCGA.B6.A402.01,10.92334234,10.64056128
TCGA.B6.A408.01,8.627789206,10.15823098
TCGA.B6.A409.01,9.776600816,10.04526822
TCGA.B6.A40B.01,9.726034191,10.16414013
TCGA.B6.A40C.01,10.12458662,10.18706747
TCGA.BH.A0AU.01,10.61731134,10.47921439
TCGA.BH.A0AV.01,12.00363034,12.16099958
TCGA.BH.A0AW.01,9.578517991,10.15078813
TCGA.BH.A0AY.01,9.317159328,9.79935934
TCGA.BH.A0AZ.01,7.732615177,9.103586809
TCGA.BH.A0B0.01,8.494103547,9.787401446
TCGA.BH.A0B1.01,9.966646758,10.66992144
TCGA.BH.A0B2.01,8.380820341,9.518641354
TCGA.BH.A0B3.01,11.59498235,10.88494128
TCGA.BH.A0B4.01,9.678799057,10.13377157
TCGA.BH.A0B5.01,10.70973865,10.85790326
