PATIENT_ID,FOXM1,MCM2
TCGA.BH.A0HP.01,571.96,696.492
TCGA.BH.A0HQ.01,313.188,704.052
TCGA.BH.A0HU.01,1832.75,2985.81
TCGA.BH.A0HW.01,833.873,530.918
TCGA.BH.A0HX.01,884.491,1339.43
TCGA.BH.A0HY.01,1217.74,2038.97
TCGA.BH.A0RX.01,1226.13,1520.01
TCGA.BH.A0W3.01,1154.09,1912.6
TCGA.BH.A0W4.01,510.254,780.094
TCGA.BH.A0W5.01,234.063,837.626
TCGA.BH.A0W7.01,597.871,1119.65
TCGA.BH.A0WA.01,1684.86,8237.63
TCGA.BH.A18F.01,1243.25,1426.83
TCGA.BH.A18G.01,627.431,796.25
TCGA.BH.A18H.01,357.469,499.482
TCGA.BH.A18I.01,697.155,1038.87
TCGA.BH.A18J.01,868.533,1245.14
TCGA.BH.A18K.01,946.893,588.933
TCGA.BH.A18L.01,2102.45,1332.08
TCGA.BH.A18M.01,500.062,836.003
TCGA.BH.A18N.01,423.586,1133.84
TCGA.BH.A18P.01,1247.35,847.02
TCGA.BH.A18Q.01,2950.18,4871.76
TCGA.BH.A18R.01,3627.42,3307.58
TCGA.BH.A18S.01,149.735,485.966
TCGA.BH.A18T.01,6261.51,2781.89
TCGA.BH.A18U.01,1063.57,2949
TCGA.BH.A18V.01,7356.47,3415.69
TCGA.BH.A1EN.01,866.041,732.246
TCGA.BH.A1EO.01,389.262,882.372
TCGA.BH.A1ES.01,858.426,1448.36
TCGA.BH.A1ET.01,158.609,417.846
TCGA.BH.A1EU.01,226.704,550.428
TCGA.BH.A1EV.01,320.966,2284.66
TCGA.BH.A1EW.01,1115.51,307.692
TCGA.BH.A1EX.01,382.003,642.625
TCGA.BH.A1EY.01,257.668,637.294
TCGA.BH.A1F0.01,1038.56,834.068
TCGA.BH.A1F2.01,826.511,745.037
TCGA.BH.A1F5.01,262.542,377.671
TCGA.BH.A1F6.01,1687.32,1337.11
TCGA.BH.A1F8.01,1215.18,1306.42
TCGA.BH.A1FB.01,203.199,548.87
TCGA.BH.A1FC.01,5581.71,2685.99
TCGA.BH.A1FD.01,1530.68,1410.38
TCGA.BH.A1FE.01,1071.5,1301.19
TCGA.BH.A1FG.01,307.043,620.175
TCGA.BH.A1FH.01,157.028,517.378
TCGA.BH.A1FJ.01,1506.5,2025.77
TCGA.BH.A1FL.01,714.883,1080.15
TCGA.BH.A1FM.01,1223.92,1013.87
TCGA.BH.A1FN.01,1543.16,2350.45
TCGA.BH.A1FR.01,648.722,997.063
TCGA.BH.A1FU.01,736.288,785.621
TCGA.BH.A201.01,478.911,723.284
TCGA.BH.A202.01,1359.67,2846.91
TCGA.BH.A203.01,2368.03,797.634
TCGA.BH.A204.01,1361.88,2157.76
TCGA.BH.A208.01,496.982,288.485
TCGA.BH.A209.01,2821.96,2069.84
TCGA.BH.A28O.01,118.054,586.922
TCGA.BH.A28Q.01,142.713,788.782
TCGA.BH.A2L8.01,397.14,561.39
TCGA.BH.A42T.01,1893.47,2506.25
TCGA.BH.A42U.01,167.888,591.015
TCGA.BH.A42V.01,207.705,616.504
TCGA.BH.A5IZ.01,7024.43,3026.23
TCGA.BH.A5J0.01,515.449,1214.55
TCGA.BH.A6R8.01,319.593,805.175
TCGA.BH.A6R9.01,347.687,445.44
TCGA.BH.A8FY.01,430.054,808.21
TCGA.BH.A8FZ.01,263.367,774.126
TCGA.BH.A8G0.01,132.415,532.423
TCGA.BH.AB28.01,551.503,1560.78
TCGA.C8.A12K.01,4256.95,3893.58
TCGA.C8.A12L.01,3336.96,1341.91
TCGA.C8.A12M.01,566.851,1130.26
TCGA.C8.A12N.01,237.44,477.678
TCGA.C8.A12O.01,1455.4,909.467
TCGA.C8.A12P.01,2000.78,1497.52
TCGA.C8.A12Q.01,772.38,1189.34
TCGA.C8.A12T.01,1622.65,2168.05
TCGA.C8.A12U.01,2963.65,1649.22
TCGA.C8.A12V.01,1098.67,1701.14
TCGA.C8.A12W.01,3181.82,2421.67
TCGA.C8.A12X.01,916.791,1394.96
TCGA.C8.A12Y.01,724.397,1418.94
TCGA.C8.A12Z.01,1465,1245.97
TCGA.C8.A130.01,4027.71,5619.73
TCGA.C8.A131.01,1290.79,1141.48
TCGA.C8.A132.01,718.073,1315.44
TCGA.C8.A133.01,379.762,518.047
TCGA.C8.A134.01,2705.89,4325.07
TCGA.C8.A135.01,1151.58,1298.16
TCGA.C8.A137.01,1501.24,1559.21
TCGA.C8.A138.01,565.039,607.166
TCGA.C8.A1HE.01,627.128,662.335
TCGA.C8.A1HF.01,1867.98,2506.98
TCGA.C8.A1HG.01,1579.26,1050.59
TCGA.C8.A1HI.01,298.918,658.385
TCGA.C8.A1HJ.01,5636.76,2209.03
TCGA.C8.A1HK.01,1640.09,867.717
TCGA.C8.A1HL.01,2253.46,1136.29
TCGA.C8.A1HM.01,2801.96,2215.44
TCGA.C8.A1HN.01,1821.25,1536.57
TCGA.C8.A1HO.01,1323.03,1352.25
TCGA.C8.A26V.01,941.337,1056.79
TCGA.C8.A26W.01,1585.31,2960.2
TCGA.C8.A26X.01,1215.88,1209.92
TCGA.C8.A26Y.01,1265.58,2435.67
TCGA.C8.A26Z.01,965.13,784.367
TCGA.C8.A273.01,1118.58,1531.02
TCGA.C8.A274.01,439.212,972.203
TCGA.C8.A275.01,1851.29,1318.62
TCGA.C8.A278.01,883.389,1934.04
TCGA.C8.A27A.01,2360.37,2014.12
TCGA.C8.A27B.01,2257.24,4831.9
TCGA.C8.A3M7.01,469.905,560.039
TCGA.C8.A3M8.01,883.315,2654.67
TCGA.C8.A8HP.01,1133.63,1660.64
TCGA.C8.A8HQ.01,1850.43,1411.38
TCGA.C8.A8HR.01,1023.27,1499.07
TCGA.D8.A13Y.01,3801.3,4636.15
TCGA.D8.A13Z.01,2610.96,2488.8
TCGA.D8.A140.01,676.652,1164.05
TCGA.D8.A141.01,370.681,575.562
TCGA.D8.A142.01,905.24,1231.08
TCGA.D8.A143.01,5242.56,7215.16
TCGA.D8.A145.01,300.113,961.259
TCGA.D8.A147.01,2591.6,2540.19
TCGA.D8.A1J8.01,1735.25,672.418
TCGA.D8.A1J9.01,838.707,1508.11
TCGA.D8.A1JA.01,610.883,727.79
TCGA.D8.A1JB.01,208.564,447.737
TCGA.D8.A1JC.01,1495.37,1658.29
TCGA.D8.A1JD.01,1525.47,1947.98
TCGA.D8.A1JE.01,520.336,1127.42
TCGA.D8.A1JF.01,762.745,393.942
TCGA.D8.A1JG.01,1108.47,1116.1
TCGA.D8.A1JH.01,210.698,591.856
TCGA.D8.A1JI.01,352.905,682.469
TCGA.D8.A1JJ.01,1020.2,1725.13
TCGA.D8.A1JK.01,1700.4,1614.29
TCGA.D8.A1JL.01,4608.75,1570.37
TCGA.D8.A1JM.01,10098.3,3518.07
TCGA.D8.A1JN.01,220.304,339.917
TCGA.D8.A1JP.01,981.556,4299.71
TCGA.D8.A1JS.01,244.191,288.53
TCGA.D8.A1JT.01,699.187,582.49
TCGA.D8.A1JU.01,51.3121,242.424
TCGA.D8.A1X5.01,234.55,2565.29
TCGA.D8.A1X6.01,538.408,1703.44
TCGA.D8.A1X7.01,482.093,1061.43
TCGA.D8.A1X8.01,568.559,709.159
TCGA.D8.A1X9.01,592.935,1441.51
TCGA.D8.A1XA.01,679.481,1402.43
TCGA.D8.A1XB.01,497.535,940.101
TCGA.D8.A1XC.01,365.629,447.298
TCGA.D8.A1XD.01,682.292,1231.88
TCGA.D8.A1XF.01,2114.1,2266.79
TCGA.D8.A1XG.01,466.18,809.908
TCGA.D8.A1XJ.01,1679.35,4667.04
TCGA.D8.A1XK.01,6005.73,4238.95
TCGA.D8.A1XL.01,1261.71,3987.61
TCGA.D8.A1XM.01,344.583,1025.05
TCGA.D8.A1XO.01,291.793,628.424
TCGA.D8.A1XQ.01,670.698,4167.73
TCGA.D8.A1XR.01,773.288,448.028
TCGA.D8.A1XS.01,979.414,1170.54
TCGA.D8.A1XT.01,1047.66,1908.33
TCGA.D8.A1XU.01,302.052,729.149
TCGA.D8.A1XV.01,597.455,660.484
TCGA.D8.A1XW.01,664.766,545.632
TCGA.D8.A1XY.01,65.8096,256.114
TCGA.D8.A1XZ.01,1306.29,1626.3
TCGA.D8.A1Y0.01,1596.54,1575.19
TCGA.D8.A1Y1.01,1235.02,1179.59
TCGA.D8.A1Y2.01,666.099,1554.09
TCGA.D8.A1Y3.01,2100.22,4368.92
TCGA.D8.A27E.01,182.037,297.171
TCGA.D8.A27F.01,4249.11,3119.08
TCGA.D8.A27G.01,755.167,503.399
TCGA.D8.A27H.01,1574.16,1345.54
TCGA.D8.A27I.01,365.465,877.587
TCGA.D8.A27K.01,283.657,542.494
TCGA.D8.A27L.01,217.62,780.666
TCGA.D8.A27M.01,2940.87,1240.46
TCGA.D8.A27N.01,591.307,789.539
TCGA.D8.A27P.01,336.04,617.021
TCGA.D8.A27R.01,1937.28,1409.91
TCGA.D8.A27T.01,630.257,1075.87
TCGA.D8.A27V.01,249.031,689.807
TCGA.D8.A27W.01,1808.99,1735.21
TCGA.D8.A3Z5.01,194.738,665.534
TCGA.D8.A3Z6.01,367.326,585.518
TCGA.D8.A4Z1.01,183.515,496.334
TCGA.D8.A73U.01,203.97,561.104
TCGA.D8.A73W.01,545.201,443.144
TCGA.D8.A73X.01,247.53,812.104
TCGA.E2.A105.01,928.199,1391.35
TCGA.E2.A107.01,2634.93,2164.63
TCGA.E2.A108.01,401.178,827.867
TCGA.E2.A109.01,1683.01,2460.97
TCGA.E2.A10A.01,770.86,1588.31
TCGA.E2.A10B.01,695.815,1161.59
TCGA.E2.A10C.01,1025.69,582.778
TCGA.E2.A10E.01,798.124,854.056
TCGA.E2.A10F.01,581.847,1020.07
TCGA.E2.A14N.01,4798.93,2644.63
TCGA.E2.A14O.01,1456.75,1411.22
TCGA.E2.A14P.01,2649.34,3728.87
TCGA.E2.A14Q.01,404.235,571.855
TCGA.E2.A14R.01,3331.8,4592.92
TCGA.E2.A14S.01,1068.06,1062.9
TCGA.E2.A14T.01,763.421,1031.03
TCGA.E2.A14U.01,79.5138,455.317
TCGA.E2.A14V.01,2804.53,2526.91
TCGA.E2.A14W.01,1268.3,813.129
TCGA.E2.A14X.01,948.232,1848.59
TCGA.E2.A14Y.01,2714.31,2627.85
TCGA.E2.A14Z.01,509.753,1706.28
TCGA.E2.A150.01,2223.4,774.181
TCGA.E2.A152.01,886.934,1063.82
TCGA.E2.A153.01,216.663,527.253
TCGA.E2.A154.01,727.55,1822.07
TCGA.E2.A155.01,894.614,1475.74
TCGA.E2.A156.01,318.679,818.378
TCGA.E2.A158.01,989.523,3163.4
TCGA.E2.A159.01,1208.58,2274.49
TCGA.E2.A15A.01,1868.5,1709.35
TCGA.E2.A15C.01,223.416,864.8
TCGA.E2.A15D.01,172.701,510.333
TCGA.E2.A15E.01,537.52,862.348
TCGA.E2.A15F.01,950.996,1119.68
TCGA.E2.A15G.01,296.176,881.148
TCGA.E2.A15H.01,1428.69,1698.99
TCGA.E2.A15I.01,109.669,411.532
TCGA.E2.A15J.01,490.247,661.131
TCGA.E2.A15K.01,1479.54,1901.06
TCGA.E2.A15L.01,1060.33,1143.95
TCGA.E2.A15M.01,933.453,548.68
TCGA.E2.A15O.01,1519.65,1008.76
TCGA.E2.A15P.01,180.459,690.883
TCGA.E2.A15R.01,1136.97,1974.17
TCGA.E2.A15S.01,3658.14,1995.4
TCGA.E2.A15T.01,1008.35,1894.44
TCGA.E2.A1AZ.01,9446.08,1896.47
TCGA.E2.A1B0.01,1495.05,1313.78
TCGA.E2.A1B1.01,414.099,776.386
TCGA.E2.A1B4.01,116.587,215.716
TCGA.E2.A1B5.01,248.165,405.89
TCGA.E2.A1B6.01,2437.44,1597.95
TCGA.E2.A1BC.01,53.0788,300.716
TCGA.E2.A1BD.01,470.725,1010.57
TCGA.E2.A1IE.01,1356.66,1704.89
TCGA.E2.A1IF.01,632.968,721.121
TCGA.E2.A1IG.01,524.377,977.264
TCGA.E2.A1IH.01,680.886,1011.57
TCGA.E2.A1II.01,6337.97,1674.14
TCGA.E2.A1IJ.01,260.636,525.369
TCGA.E2.A1IK.01,596.25,426.111
TCGA.E2.A1IL.01,287.305,614.467
TCGA.E2.A1IN.01,386.687,839.782
TCGA.E2.A1IO.01,384.035,1014.83
TCGA.E2.A1IU.01,361.418,883.042
TCGA.E2.A1L6.01,459.793,590.884
TCGA.E2.A1L7.01,2939.32,3374.01
TCGA.E2.A1L8.01,426.039,556.083
TCGA.E2.A1L9.01,429.429,499.865
TCGA.E2.A1LA.01,1330.57,1019.14
TCGA.E2.A1LB.01,409.404,733.236
TCGA.E2.A1LE.01,1214.8,1445.96
TCGA.E2.A1LG.01,1916.95,2649.57
TCGA.E2.A1LH.01,1565.62,811.113
TCGA.E2.A1LI.01,2896.81,2728.67
TCGA.E2.A1LK.01,840.715,1355.77
TCGA.E2.A1LL.01,1874.86,1802.79
TCGA.E2.A1LS.01,455.911,608.609
TCGA.E2.A2P5.01,2231.56,1446.55
TCGA.E2.A2P6.01,926.417,1004.73
TCGA.E2.A3DX.01,188.181,536.772
TCGA.E2.A56Z.01,735.843,874.662
TCGA.E2.A570.01,465.179,637.239
TCGA.E2.A573.01,2651.82,2933.71
TCGA.E2.A574.01,1183.18,1000.56
TCGA.E2.A576.01,833.598,1216.77
TCGA.E2.A9RU.01,1662.28,1926.2
TCGA.E9.A1N3.01,655.336,698.204
TCGA.E9.A1N4.01,530.304,813.939
TCGA.E9.A1N5.01,1063.09,1336.36
TCGA.E9.A1N6.01,1507.2,2005.7
TCGA.E9.A1N8.01,2363.88,5005.64
TCGA.E9.A1N9.01,3102.36,1686.37
TCGA.E9.A1NA.01,1108.53,1458.57
TCGA.E9.A1NC.01,1804.42,1039.85
TCGA.E9.A1ND.01,1929.88,898.546
TCGA.E9.A1NE.01,1049.04,955.547
TCGA.E9.A1NF.01,611.147,754.747
TCGA.E9.A1NG.01,370.262,716.2
TCGA.E9.A1NH.01,180.282,453.488
TCGA.E9.A1NI.01,1372.27,975.495
TCGA.E9.A1QZ.01,921.591,1354.1
TCGA.E9.A1R0.01,610.449,998.371
TCGA.E9.A1R2.01,645,902.944
TCGA.E9.A1R3.01,10.6062,280.812
TCGA.E9.A1R4.01,312.844,993.534
TCGA.E9.A1R5.01,313.505,545.141
TCGA.E9.A1R6.01,838.514,1676.95
TCGA.E9.A1R7.01,902.681,717.804
TCGA.E9.A1RA.01,380.259,919.021
TCGA.E9.A1RB.01,2542.18,4209.42
TCGA.E9.A1RC.01,849.844,2313.99
TCGA.E9.A1RD.01,471.901,581.977
TCGA.E9.A1RE.01,670.77,1162.78
TCGA.E9.A1RF.01,474.602,2322.02
TCGA.E9.A1RG.01,1502.12,2026.8
TCGA.E9.A1RH.01,997.615,581.397
TCGA.E9.A1RI.01,209.581,485.131
TCGA.E9.A226.01,844.966,486.863
TCGA.E9.A227.01,466.86,654.956
TCGA.E9.A228.01,1515.96,2112.51
TCGA.E9.A229.01,360.014,829.027
TCGA.E9.A22A.01,1566.13,1217.99
TCGA.E9.A22B.01,534.933,586.09
TCGA.E9.A22D.01,1323.28,1301.62
TCGA.E9.A22E.01,568.012,502.433
TCGA.E9.A22G.01,7624.48,2866.52
TCGA.E9.A22H.01,1138.22,1472.1
TCGA.E9.A243.01,1876.27,1797.2
TCGA.E9.A244.01,3329.66,1263.64
TCGA.E9.A245.01,738.243,737.473
TCGA.E9.A247.01,1839.55,1237.99
TCGA.E9.A248.01,1391.09,1225.64
TCGA.E9.A249.01,609.028,1048.59
TCGA.E9.A24A.01,344.52,482.903
TCGA.E9.A295.01,603.207,684.776
TCGA.E9.A2JS.01,1884.24,1185.8
TCGA.E9.A2JT.01,467.132,1109.07
TCGA.E9.A3HO.01,1668.64,2788.32
TCGA.E9.A3Q9.01,88.3404,472.582
TCGA.E9.A3QA.01,3963.92,2033.98
TCGA.E9.A3X8.01,143.399,594.341
TCGA.E9.A54X.01,539.672,620.655
TCGA.E9.A54Y.01,836.031,1323.46
TCGA.E9.A5FK.01,227.346,408.828
TCGA.E9.A5FL.01,732.358,1697.03
TCGA.E9.A5UO.01,623.76,2178.28
TCGA.E9.A5UP.01,134.848,465.256
TCGA.E9.A6HE.01,782.857,1737.73
TCGA.EW.A1IW.01,1091.04,2461.6
TCGA.EW.A1IX.01,173.355,680.808
TCGA.EW.A1IY.01,736.276,536.993
TCGA.EW.A1IZ.01,706.707,1235.7
TCGA.EW.A1J1.01,434.745,688.803
TCGA.EW.A1J2.01,120.793,468.772
TCGA.EW.A1J3.01,708.107,899.37
TCGA.EW.A1J5.01,839.824,1068.95
TCGA.EW.A1J6.01,648.98,691.428
TCGA.EW.A1OV.01,1155.86,1635.55
TCGA.EW.A1OW.01,2575.45,3158.25
TCGA.EW.A1OX.01,625.654,1060.45
TCGA.EW.A1OY.01,1244.14,1466.15
TCGA.EW.A1OZ.01,965.88,3964.82
TCGA.EW.A1P0.01,725.599,935.657
TCGA.EW.A1P1.01,330.03,562.373
TCGA.EW.A1P3.01,850.758,905.24
TCGA.EW.A1P4.01,4399.72,3367.12
TCGA.EW.A1P5.01,490.846,909.489
TCGA.EW.A1P6.01,522.043,1281.65
TCGA.EW.A1P7.01,589.814,1250.83
TCGA.EW.A1P8.01,8366.4,4483.15
TCGA.EW.A1PA.01,1859.61,1358.52
TCGA.EW.A1PB.01,3004.29,2161.58
TCGA.EW.A1PC.01,3201.07,5751.18
TCGA.EW.A1PD.01,664.862,1774.35
TCGA.EW.A1PE.01,526.431,711.118
TCGA.EW.A1PF.01,585.182,943.145
TCGA.EW.A1PG.01,86.0884,303.867
TCGA.EW.A1PH.01,1312.87,1377.52
TCGA.EW.A2FR.01,558.089,1016.5
TCGA.EW.A2FS.01,604.045,728.216
TCGA.EW.A2FV.01,1310.57,1508.5
TCGA.EW.A2FW.01,2991.27,3005.58
TCGA.EW.A3E8.01,275.144,562.469
TCGA.EW.A3U0.01,2088.63,3157.36
TCGA.EW.A423.01,456.603,756.224
TCGA.EW.A424.01,711.462,934.514
TCGA.EW.A6S9.01,1143.27,1372.47
TCGA.EW.A6SA.01,805.311,2374.18
TCGA.EW.A6SB.01,4808.99,1430.45
TCGA.EW.A6SC.01,553.388,1203.61
TCGA.EW.A6SD.01,610.001,2178.28
TCGA.GI.A2C8.01,73.7952,349.063
TCGA.GI.A2C9.01,2435.29,698.614
TCGA.GM.A2D9.01,241.743,334.056
TCGA.GM.A2DA.01,492.204,647.123
TCGA.GM.A2DB.01,1319.63,1154.36
TCGA.GM.A2DC.01,66.7487,432.225
TCGA.GM.A2DD.01,991.548,789.079
TCGA.GM.A2DF.01,1677.47,1101.41
TCGA.GM.A2DH.01,2777.04,4423.47
TCGA.GM.A2DI.01,193.022,808.544
TCGA.GM.A2DK.01,213.127,643.716
TCGA.GM.A2DL.01,1082.37,1369.82
TCGA.GM.A2DM.01,192.164,259.362
TCGA.GM.A2DN.01,670.131,1425.38
TCGA.GM.A2DO.01,839.646,1065.94
TCGA.GM.A3NW.01,387.354,690.687
TCGA.GM.A3NY.01,240.128,430.503
TCGA.GM.A3XG.01,95.9244,448.339
TCGA.GM.A3XL.01,4764.61,4364.49
TCGA.GM.A3XN.01,444.092,580.554
TCGA.GM.A4E0.01,169.455,289.315
TCGA.GM.A5PV.01,127.166,461.752
TCGA.GM.A5PX.01,64.7011,461.508
TCGA.HN.A2NL.01,7683.88,4423.4
TCGA.HN.A2OB.01,103.754,447.842
TCGA.JL.A3YW.01,731.153,1059.08
TCGA.JL.A3YX.01,961.195,1214.31
TCGA.LD.A66U.01,365.629,856.929
TCGA.LD.A74U.01,431.42,878.039
TCGA.LD.A7W5.01,527.111,1031.74
TCGA.LD.A7W6.01,803.978,1105.4
TCGA.LD.A9QF.01,547.401,621.145
TCGA.LL.A440.01,283.514,585.049
TCGA.LL.A441.01,1857.95,1307.09
TCGA.LL.A442.01,500.782,1594.03
TCGA.LL.A50Y.01,325.546,749.208
TCGA.LL.A5YL.01,602.471,578.85
TCGA.LL.A5YM.01,385.23,1928.93
TCGA.LL.A5YN.01,519.723,1000
TCGA.LL.A5YO.01,961.911,1701.23
TCGA.LL.A5YP.01,2347.67,3674.05
TCGA.LL.A6FP.01,165.02,1017.14
TCGA.LL.A6FQ.01,412.906,1024.02
TCGA.LL.A6FR.01,673.019,2637.4
TCGA.LL.A73Y.01,930.332,941.561
TCGA.LL.A73Z.01,470.996,881.543
TCGA.LL.A740.01,430.565,515.139
TCGA.LL.A7SZ.01,1462.24,2384.67
TCGA.LL.A7T0.01,1325.4,2198.68
TCGA.LL.A8F5.01,3238.94,5162.12
TCGA.LL.A9Q3.01,353.395,599.532
TCGA.LQ.A4E4.01,1393.62,1352.03
TCGA.MS.A51U.01,274.471,460.094
TCGA.OK.A5Q2.01,942.317,1265.12
TCGA.OL.A5D6.01,468.365,546.899
TCGA.OL.A5D7.01,6815.01,3537.93
TCGA.OL.A5D8.01,633.069,1351.53
TCGA.OL.A5DA.01,357.711,794.867
TCGA.OL.A5RU.01,232.406,531.317
TCGA.OL.A5RV.01,337.988,683.786
TCGA.OL.A5RW.01,1988.12,3477.15
TCGA.OL.A5RX.01,153.544,602.547
TCGA.OL.A5RY.01,799.266,1343.02
TCGA.OL.A5RZ.01,2343.52,2251.66
TCGA.OL.A5S0.01,1343.88,1972.37
TCGA.OL.A66H.01,687.802,874.062
TCGA.OL.A66I.01,2432.89,2523.94
TCGA.OL.A66J.01,270.284,713.835
TCGA.OL.A66K.01,260.176,727.8
TCGA.OL.A66L.01,196.177,549.448
TCGA.OL.A66N.01,159.934,766.864
TCGA.OL.A66O.01,1243.94,1993.65
TCGA.OL.A66P.01,590.108,848.921
TCGA.OL.A6VO.01,2864.53,2137.68
TCGA.OL.A6VQ.01,249.745,672.775
TCGA.OL.A6VR.01,236.243,1028.29
TCGA.OL.A97C.01,834.443,928.427
TCGA.PE.A5DC.01,1653.09,1986.48
TCGA.PE.A5DD.01,820.373,1167
TCGA.PE.A5DE.01,672.099,1161
TCGA.PL.A8LV.01,1142.92,2497.03
TCGA.PL.A8LX.01,334.434,839.435
TCGA.PL.A8LY.01,484.576,1222.22
TCGA.PL.A8LZ.01,1572.31,2038.65
TCGA.S3.A6ZF.01,1485.34,1535.48
TCGA.S3.A6ZG.01,954.383,1383.34
TCGA.S3.A6ZH.01,1135.28,3043.54
TCGA.S3.AA0Z.01,4024.41,6282.63
TCGA.S3.AA10.01,5757.73,3739.26
TCGA.S3.AA11.01,641.328,353.176
TCGA.S3.AA12.01,673.522,1215.59
TCGA.S3.AA14.01,451.622,1019.4
TCGA.S3.AA15.01,2068.94,2217.5
TCGA.S3.AA17.01,1227.73,1216.52
TCGA.UL.AAZ6.01,972.32,2531.07
TCGA.UU.A93S.01,1710.3,2806.8
TCGA.V7.A7HQ.01,222.693,954.548
TCGA.W8.A86G.01,106.103,339.345
TCGA.WT.AB41.01,378.746,636.435
TCGA.WT.AB44.01,67.1717,159.642
TCGA.XX.A899.01,530.5,944.095
TCGA.XX.A89A.01,591.875,956.542
TCGA.Z7.A8R5.01,136.021,427.68
TCGA.Z7.A8R6.01,2121.88,2583.73
